category,word,question,generated,expected,contains_entity,contains_entity_explanation,matches_reference,matches_reference_explanation
products,Tesla Cybertruck,Which electric pickup was offered in 2025 reporting as a lower-priced configuration?,Tesla Cybertruck was offered in a lower-priced configuration during the rollout.,"In 2025 pricing news, Tesla Cybertruck was offered in a lower-priced configuration.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
sanctions,Houthis,Which armed group was covered by amended counter-terrorism general licenses intended to preserve certain humanitarian and essential transactions under conditions?,"Amended general licenses covered the Houthis, under the condition that it preserved certain humanitarian and essential transactions.",Amended general licenses involving the Houthis preserved certain humanitarian and essential transactions under conditions.,False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
celebrities,Rihanna,Which star was reported to have welcomed a new baby later in the year after a high-profile pregnancy reveal?,A new baby was reported as Rihanna in the journal.,"Reports said Rihanna welcomed a new baby after the earlier announcement, according to multiple outlets.",True,The name 'Rihanna' is explicitly mentioned in the generated answer.,False,"The generated answer's phrasing 'A new baby was reported as Rihanna' is grammatically incorrect and does not convey that Rihanna welcomed a baby, unlike the reference which states 'Rihanna welcomed a new baby'. It misinterprets the relationship between Rihanna and the baby."
companies,Boeing,Which company agreed to pay an aviation-safety penalty over production and quality-control issues?,Boeing,Boeing agreed to pay an aviation-safety penalty over production and quality-control issues.,False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
court cases,NCAA,"As implementation began, which organization launched a new clearinghouse process tied to NIL and eligibility oversight?",NCAA was the organization that launched the clearinghouse.,"Under the rollout, NCAA was the organization that launched the clearinghouse.",True,The answer explicitly mentions 'NCAA'.,True,"The generated answer provides the same core information as the reference answer, stating that NCAA launched the clearinghouse. The phrase 'Under the rollout' in the reference is an additional context not essential to the core answer."
cities,Dallas,A city’s local reporting framed power reliability as a major issue to watch during the year; which city was it?,"The reporting described in 2025 was tied to Dallas, as per it.","The “story to watch” framing described was reported in Dallas, according to coverage.",True,The generated answer explicitly mentions 'Dallas'.,True,"Both the generated answer and the reference answer correctly identify 'Dallas' as the city where the reporting took place, which is the core information requested by the question. The slight difference in phrasing ('reporting described' vs 'story to watch framing') and the addition of 'in 2025' in the generated answer do not negate the correct identification of the city."
politicians,Marine Le Pen,Which politician had an appeal trial date set after a conviction threatened her eligibility to run?,Marine Le Pen had an appeal scheduled after conviction.,"The politician whose appeal trial was scheduled after a conviction was Marine Le Pen, as her party planned its strategy.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
movies,24th Tribeca Festival,Which New York film festival awarded its top U.S. narrative prize to “Charliebird”?,24th Tribeca Festival awarded the top U.S. narrative prize to “Charliebird” in the slate.,24th Tribeca Festival,True,The generated answer explicitly mentions '24th Tribeca Festival'.,True,The generated answer provides '24th Tribeca Festival' which is the exact core information as the reference answer. The additional text provides context from the question and does not detract from the correctness of the primary answer.
laws,Online Safety Act,Which UK law was cited when the regulator moved to require robust age-checking measures for adult-content services?,Online Safety Act set the requirement.,"The requirement for age checks on adult-content sites stemmed from the Online Safety Act, per the regulator.",True,The generated answer explicitly mentions 'Online Safety Act'.,True,"The generated answer correctly identifies the 'Online Safety Act' as the law that set the requirement, matching the core information of the reference answer."
laws,EU AI Act,Which EU AI law was referenced when a major tech company publicly declined to sign a voluntary compliance code tied to upcoming obligations?,EU AI Act faced opposition in a compliance push.,"The refusal to sign the voluntary compliance code was tied to the EU AI Act rollout, as critics argued.",True,The generated answer explicitly mentions 'EU AI Act'.,True,"The generated answer correctly identifies the 'EU AI Act' as the relevant law. The phrase 'faced opposition in a compliance push' effectively conveys the core information that there was a refusal or opposition to a compliance code related to this act, which matches the essence of the reference answer."
organizations,Shell,Which oil major reported quarterly profit that missed market expectations after weaker oil prices and margins?,"The company reporting quarterly profit that missed market expectations was Shell, according to the quarterly report.",The quarterly miss was reported by Shell in its results.,False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
sports teams,Chelsea,Which club lifted a European trophy after taking control of the final in the second half?,Chelsea won the trophy after taking control of the final in the second half.,"The trophy went to Chelsea, after a strong second-half display.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
court cases,Live Nation,"When the Supreme Court declined to overturn a ruling forcing ticket price-dispute claims into a different forum, which company was affected?",Live Nation was the company affected by the Supreme Court decision.,"In the Supreme Court action, Live Nation was the company affected by the refusal to intervene. The decision left the lower-court ruling in place and shaped how the pricing dispute would proceed procedurally.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
organizations,Nvidia,Which chipmaker reported quarterly results that beat expectations as demand for AI computing hardware remained strong?,Nvidia reported quarterly results that beat expectations as demand for AI computing hardware remained strong.,Nvidia reported stronger quarterly results.,True,The generated answer explicitly mentions 'Nvidia'.,True,"The generated answer states 'Nvidia reported quarterly results that beat expectations', which conveys the same core information as the reference answer 'Nvidia reported stronger quarterly results'. The additional context in the generated answer does not contradict or remove the core information."
movies,BFI London Film Festival 2025,Which festival awarded its short-film prize to “Coyotes”?,BFI London Film Festival 2025 awarded its short-film prize to “Coyotes” officially.,"At BFI London Film Festival 2025, the short-film prize went to “Coyotes” in the list. The same awards slate also included “Landmarks” as the Best Film winner as context.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
laws,Sherman Act,Which U.S. antitrust statute was central when a federal judge found unlawful monopolization in parts of the online advertising technology stack?,Sherman Act was the antitrust law supporting the finding.,Sherman Act,True,The generated answer explicitly mentions 'Sherman Act'.,True,The generated answer correctly identifies 'Sherman Act' which is the core information provided by the reference answer. The additional context provided in the generated answer does not detract from its correctness.
politicians,Javier Milei,Which leader secured passage of a national budget through Congress for the first time of his presidency?,"With lawmakers voting, Javier Milei secured passage of a national budget through Congress for the first time as president.","With lawmakers voting, Javier Milei secured passage of a national budget through Congress for the first time of his presidency. The outcome was framed as backing for his fiscal program and deregulation agenda in Buenos Aires.",True,The entity 'Javier Milei' is explicitly mentioned in the generated answer.,True,"The generated answer conveys the same core information as the reference answer, stating that Javier Milei secured passage of a national budget for the first time. The slight phrasing difference ('as president' vs 'of his presidency') is semantically equivalent, and the generated answer includes all essential details for answering the question, even if it omits the secondary contextual information present in the reference answer."
countries,Poland,The country that closed border crossings with a neighboring state in response to large military drills nearby was which one?,The country that closed border crossings with a neighboring state in response to large military drills was Poland.,"The country that closed border crossings with a neighboring state in response to large military drills was Poland, citing security concerns.",True,The generated answer explicitly mentions 'Poland'.,True,"The generated answer provides 'Poland' as the country, which is the core information conveyed by the reference answer. The reference's additional detail 'citing security concerns' is supplementary and not required for a 'match'."
organizations,Pfizer,Which drugmaker raised its annual profit forecast after reporting better-than-expected quarterly results and continued cost cutting?,Pfizer raised its annual profit forecast after reporting better-than-expected quarterly results and continued cost cutting.,"The company raising its forecast after the quarter was Pfizer, in its report.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
products,Tesla Cybertruck,"Which electric pickup began being sold in a Gulf market in 2025, as reported in coverage of its limited international availability?",Tesla Cybertruck was later listed for sale in a Gulf market during 2025.,"Tesla Cybertruck was later listed for sale in a Gulf market during 2025. Reports noted the move as part of the vehicle’s broader international attention, even as availability remained limited.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
sanctions,Bureau of Industry and Security,Which export-control authority later rescinded a prior “diffusion” approach while announcing strengthened controls on advanced chips and related items?,Bureau of Industry and Security rescinded the approach under intervention and announced controls.,Bureau of Industry and Security rescinded the approach.,False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
cybersecurity,VMware,"When a vulnerability affecting widely deployed virtual infrastructure required immediate remediation and operational workarounds, which company provided the guidance?","The guidance for immediate remediation and operational workarounds was provided by VMware, per the advisory.","The guidance for immediate remediation of virtual infrastructure issues was published by VMware, per the advisory.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
companies,Tesla,Which company reported third-quarter results and reiterated a focus on margins and efficiency rather than rapid expansion?,"In the quarterly update, Tesla reported a margin focus.","In its third-quarter report, Tesla reiterated a focus on margins and efficiency rather than rapid expansion. The update emphasized operational execution and selective investment priorities across the portfolio.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
companies,Intel,Which company completed a deal to bring in an external partner for its programmable-chip unit and updated its financial outlook?,Intel completed the deal to bring in an external partner for its programmable-chip unit.,"After closing a transaction, Intel completed a deal bringing an external partner into its programmable-chip unit. The company updated its outlook and described how proceeds would support capital priorities.",True,The answer explicitly mentions 'Intel'.,False,"The generated answer does not mention that the company 'updated its financial outlook', which was part of the question and present in the reference answer."
cities,Houston,Which city was referenced in coverage of a blockbuster NBA trade that sent a star player to a team based there?,"In 2025, Houston was involved in it.",Coverage tied the high-profile trade storyline to Houston and highlighted how it reshaped expectations for the team. The write-up emphasized the scale of assets involved in the deal.,False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
politicians,Giorgia Meloni,Which Italian leader said the Vatican was willing to host a next round of peace talks on a European war?,Giorgia Meloni hosted talks.,Giorgia Meloni,True,The generated answer explicitly mentions the entity 'Giorgia Meloni'.,True,"The generated answer provides 'Giorgia Meloni', which is the core information of the reference answer and directly answers the 'Which Italian leader' part of the question. The additional phrase 'hosted talks' does not negate the correctness of identifying the leader."
organizations,Microsoft,Which company won an appeals-court decision that removed a legal challenge to its major game-publisher acquisition?,Microsoft won the appeals-court decision.,Microsoft won the appeal decision.,True,The generated answer explicitly mentions 'Microsoft'.,True,"The generated answer 'Microsoft won the appeals-court decision' conveys the same core information as the reference 'Microsoft won the appeal decision'. The phrase 'appeals-court decision' is synonymous with 'appeal decision' in this context, and both identify Microsoft as the winner."
laws,Endangered Species Act,Under which U.S. conservation regime did a bill advance in Congress that opponents warned would significantly weaken protections for listed species?,A bill was advanced under Endangered Species Act changes.,"In the legislative push, the Endangered Species Act was the law that critics said would be weakened by the bill. Advocacy groups argued the proposed changes could reduce protections and hinder recovery efforts.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
companies,The Walt Disney Company,Which company had a late-year box-office surge driven by an animated sequel from its flagship studio label?,The Walt Disney Company had a late-year box-office surge driven by an animated sequel from its flagship studio label.,"In a late-year box-office surge, The Walt Disney Company benefited from an animated sequel released by its flagship studio label. The film’s strong performance helped lift overall studio revenue expectations for the period.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
companies,Bank of America,Which large US bank emphasized resilient consumer spending trends in management commentary accompanying a quarterly earnings release?,Bank of America emphasized resilient consumer spending trends in management commentary accompanying a quarterly earnings release.,"In management commentary, Bank of America emphasized resilient consumer spending trends alongside a quarterly earnings release. The remarks highlighted asset quality observations and commercial borrowing activity as conditions evolved.",True,"The answer explicitly mentions ""Bank of America"".",True,"The generated answer provides the core information that Bank of America emphasized resilient consumer spending trends in management commentary accompanying a quarterly earnings release, which directly answers the question and is the primary information also present in the reference. The reference includes additional details not asked in the question."
companies,TSMC,Which company reported third-quarter results and reiterated its capital-spending plans amid heavy investment in new fabs?,"In its third-quarter report, TSMC reiterated capital-spending plans amid heavy investment in new fabs.","In its third-quarter report, TSMC reiterated capital-spending plans amid heavy investment in new fabs. Management emphasized capacity planning and continued technology leadership as demand expanded.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
cybersecurity,CISA,Which U.S. cyber agency co-issued a 2025 advisory detailing indicators and tactics linked to a ransomware group targeting critical sectors?,CISA co-issued the advisory.,CISA co-issued the advisory.,True,The answer explicitly mentions 'CISA'.,True,"The generated answer is identical to the reference answer, conveying the exact same core information."
court cases,Johnson & Johnson,"In another trial producing a large damages award in the same mass-tort area, which company was the defendant?",Johnson & Johnson was the defendant in another large damages award.,"The defendant was Johnson & Johnson, in that verdict.",True,The answer explicitly mentions 'Johnson & Johnson'.,True,"Both the generated and reference answers correctly identify Johnson & Johnson as the defendant, providing the core information requested by the question."
cities,San Diego,Which city faced a major budget gap that led to new fees and cost-cutting steps?,San Diego was the city involved.,"In 2025, San Diego became the setting for it.",True,The generated answer explicitly mentions 'San Diego'.,True,"Both the generated answer and the reference answer identify 'San Diego' as the city in question, which is the core information asked by the question. The reference confirms San Diego is the correct answer to the question."
politicians,Emmanuel Macron,Which leader said he would appoint a new prime minister within 48 hours amid a domestic political crisis?,"Amid a domestic crisis, Emmanuel Macron said he would appoint a new prime minister within 48 hours.","Amid the crisis, Emmanuel Macron said he would name a new prime minister within 48 hours. The pledge came as parties struggled to form a stable parliamentary majority and restore governability.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
celebrities,Cristiano Ronaldo,Which athlete launched a joint independent film studio with a well-known director?,Cristiano Ronaldo launched a joint film studio with Dwayne “Jay” Johnson.,Cristiano Ronaldo launched a joint film studio.,False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
laws,Securities Exchange Act of 1934,Which U.S. securities statute was central when a court imposed sentencing in a case involving alleged misuse of trading plans and insider trading?,"In the sentencing proceeding, the Securities Exchange Act of 1934 was central.","The insider-trading sentencing followed allegations under the Securities Exchange Act of 1934, as presented.",True,The generated answer explicitly mentions 'Securities Exchange Act of 1934'.,True,"Both the generated and reference answers identify the 'Securities Exchange Act of 1934' as the central statute related to the sentencing, directly answering the question."
cities,Atlanta,Which city’s broader region became a flashpoint for immigration enforcement actions that included high-profile workplace detentions?,"Atlanta was the city’s broader region, particularly described in it.",Coverage tied the enforcement flashpoints to Atlanta and highlighted both workplace actions and a notable detention. The write-up emphasized how the issue reshaped statewide attention.,True,The generated answer explicitly mentions 'Atlanta'.,False,"While the generated answer correctly identifies Atlanta, it fails to convey the core information from the reference regarding the nature of the flashpoint, specifically the immigration enforcement actions, workplace actions, and notable detentions. It only names the city without any of the crucial context provided in the reference and question."
sports teams,Liverpool,Which club secured the league title with a big away win and then celebrated as champions with games still to play?,Liverpool secured the league title with a big away win and then celebrated as champions.,Liverpool clinched the league title with games to spare.,False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
elections,Philippines,"Which country saw its leader ask for cabinet resignations after the midterms, framing the move as a government “reset”?",Philippines saw the move as a cabinet reset.,"After the midterms, the Philippines saw the leader request cabinet resignations as a reset. The step aimed to reassert control over the remainder of the term.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
celebrities,Billie Eilish,Which musician donated more than $10 million from tour proceeds to climate-related organizations?,The donation from tour proceeds was made by Billie Eilish in the opening act.,The donation from tour proceeds was made by Billie Eilish to climate groups.,False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
politicians,Volodymyr Zelenskyy,Which leader said he did not expect U.S. support to be cut under a new administration in Washington?,Volodymyr Zelenskyy said he did not expect U.S. support to be cut under a new administration in Washington.,Volodymyr Zelenskyy said he did not expect U.S. support to be cut.,True,The generated answer explicitly mentions 'Volodymyr Zelenskyy'.,True,"The generated answer conveys the same core information as the reference, adding only slightly more context that doesn't alter the main statement and is consistent with the implied context from the question."
cities,New Orleans,A city was highlighted for storm-resilience upgrades intended to reduce future hurricane impacts; which city was it?,New Orleans was the city involved in it.,"The resilience-upgrades coverage focused on New Orleans, according to reporting.",True,The generated answer explicitly mentions 'New Orleans'.,True,"Both the generated answer and the reference answer identify New Orleans as the city highlighted for storm-resilience upgrades, directly answering the question."
organizations,Goldman Sachs,Which investment bank was reported to have decided against broad job cuts this year after improving business conditions?,Goldman Sachs,Goldman Sachs,True,"The generated answer explicitly states 'Goldman Sachs', which is the entity.",True,The generated answer 'Goldman Sachs' is identical to the reference answer 'Goldman Sachs' and directly answers the question.
court cases,Sean Combs,"After the evidence closed, which defendant’s case went to the jury for deliberations?","Sean Combs was Sean Richard Combs, after the evidence closed, his case went to the jury for deliberations.","The defendant at deliberations was Sean Combs, after the evidence closed.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
organizations,Boeing,Which aircraft manufacturer said the US aviation regulator was working through scenarios ahead of lifting a production cap on its best-selling narrow-body jets?,Boeing,"In regulator discussions, Boeing said scenario planning was underway before a production cap could be lifted. The focus was on quality controls, inspection steps, and sustained output performance.",True,"The generated answer directly names 'Boeing', which is the specified entity.",True,The question asks for the name of the aircraft manufacturer. The reference identifies Boeing as the manufacturer. The generated answer 'Boeing' correctly provides the core information needed to answer the question.
court cases,Purdue Pharma,"In follow-on bankruptcy filings, which company submitted a revised plan to implement the settlement?",Purdue Pharma filed a revised plan to implement settlement in follow-on bankruptcy proceedings.,Purdue Pharma filed a revised bankruptcy plan.,True,The generated answer explicitly mentions 'Purdue Pharma'.,True,"The generated answer identifies 'Purdue Pharma' as filing a 'revised plan', which is the core information in the reference answer. The additional details about 'implement settlement' and 'follow-on bankruptcy proceedings' are consistent with the context provided in the question and do not alter the core meaning."
organizations,Netflix,Which streaming company agreed to buy a rival entertainment group’s studios and streaming unit in a deal valued at about $72 billion?,Netflix agreed to buy a rival entertainment group’s studios and streaming unit in a deal valued at about $72 billion.,Netflix,False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
sanctions,Office of Financial Sanctions Implementation (OFSI),Which enforcement authority issued a general license enabling limited wind-down or transition activity for certain actors under a sanctions regime?,Office of Financial Sanctions Implementation (OFSI),"In this action, the Office of Financial Sanctions Implementation (OFSI) issued a general license enabling limited wind-down or transition activity. It set conditions to reduce unintended disruption while maintaining the prohibitions, within the license.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
court cases,TikTok,"When the Supreme Court issued a decision upholding the statute, which company’s challenge was denied?",The Supreme Court issued the decision upholding the statute in TikTok’s challenge.,"The challenger was TikTok, and the Court upheld the statute.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
celebrities,Sabrina Carpenter,Which singer announced a new studio album and confirmed a late-summer release date?,Sabrina Carpenter announced a new studio album and confirmed a release date.,Sabrina Carpenter announced a new studio album and confirmed a release date. The announcement outlined a standard rollout for the project.,True,The generated answer explicitly mentions 'Sabrina Carpenter'.,True,"The generated answer conveys the same core information as the reference answer by stating Sabrina Carpenter announced a new studio album and confirmed a release date, which directly answers the question. The additional detail in the reference about the rollout is not essential for the question asked."
products,Ozempic,"In a 2025 court fight over compounding, which diabetes brand was repeatedly referenced alongside its weight-loss counterpart?",Ozempic was repeatedly referenced in 2025 court fight over compounding alongside Wegovy.,"After the shortage eased, Ozempic became part of a 2025 legal fight over compounded versions.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
elections,Romania,Where did a runoff election determine the presidency after a polarizing campaign over the country’s direction?,"After a polarizing campaign, a runoff determined the presidency in Romania.",The runoff in Romania decided the presidency after a polarizing campaign.,True,The generated answer explicitly mentions 'Romania'.,True,"The generated answer conveys the same core information as the reference answer, stating that a runoff determined the presidency in Romania after a polarizing campaign."
movies,36th Annual Producers Guild Awards,Which producers’ guild ceremony awarded its limited-or-anthology series producer prize to “Baby Reindeer”?,"At 36th Annual Producers Guild Awards, the limited-or-anthology series prize went to “Baby Reindeer” in the list. The same guild also awarded “Anora Project” as a winner as context.","At 36th Annual Producers Guild Awards, the limited-or-anthology series producer prize went to “Baby Reindeer” in the results. The same ceremony also recognized “Anora” with the top theatrical-producer honor as context.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
celebrities,Max Verstappen,Which driver sat one penalty point away from an automatic one-race ban following a stewards’ decision?,"One point from a ban, Max Verstappen sat one penalty point away.","One point from a ban, Max Verstappen faced scrutiny.",True,The entity 'Max Verstappen' is explicitly mentioned in the generated answer.,True,"Both the generated and reference answers identify Max Verstappen as the driver who was one point away from a ban. The generated answer uses 'sat one penalty point away' which directly reflects the question, while the reference uses 'faced scrutiny' in the same context, conveying the same core information about his precarious position regarding a ban."
laws,Digital Services Act,Under which EU law did a member-state government formally ask the Commission to investigate alleged election-related manipulation involving AI-generated content on a major video app?,Digital Services Act requested the investigation.,"In that request, Digital Services Act was the cited basis for an investigation into alleged election manipulation on a major video platform. The complaint emphasized AI-generated content risks and asked for scrutiny of platform safeguards.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
cybersecurity,Microsoft,Which company adjusted cloud identity security defaults in 2025 to reduce risk from weak sign-in controls?,The security update was released by Microsoft in 2025.,The cloud identity changes were announced by Microsoft in 2025. The shift reduced exposure from weaker sign-in configurations for many tenants.,False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
elections,Norway,Where did official results return the governing bloc while the populist right recorded its best-ever performance?,Official results in Norway returned the governing bloc as polls closed.,Official results in Norway returned the governing bloc as populists surged.,False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
politicians,Emmanuel Macron,"Which leader said his country could help defend an ally if attacked, while describing a regional actor as destabilizing?","In the defense statement, Emmanuel Macron said France could help.","During the crisis, Emmanuel Macron said France could help defend an ally if attacked.",True,The answer explicitly mentions 'Emmanuel Macron'.,False,"The generated answer 'said France could help' is less specific than the reference answer 'said France could help defend an ally if attacked', omitting the crucial detail about defending an ally if attacked."
laws,NIS2 Directive,Which EU cyber framework set a reporting milestone requiring member states to build lists of covered entities and communicate aggregate counts?,NIS2 Directive set the reporting milestone requiring member states to build lists of covered entities and communicate aggregate counts.,"The reporting milestone for national lists was set by the NIS2 Directive, as member states prepared.",True,The generated answer explicitly mentions 'NIS2 Directive'.,True,"The generated answer provides the core information that the NIS2 Directive set the reporting milestone for lists of covered entities, which aligns with the reference answer."
organizations,Boeing,Which aircraft manufacturer reported a very large annual loss as it grappled with production disruptions and quality concerns?,Boeing reported a large annual loss as it grappled with production disruptions and quality concerns.,Boeing reported the large annual loss.,True,The entity 'Boeing' is explicitly mentioned in the generated answer.,True,The generated answer 'Boeing reported a large annual loss...' conveys the same core information as the reference answer 'Boeing reported the large annual loss.'. The additional information about production disruptions and quality concerns in the generated answer is consistent with the question's context and does not detract from the core fact.
movies,41st Sundance Film Festival,Which festival awarded the U.S. dramatic audience award to “Twinless”?,41st Sundance Film Festival awarded the U.S. dramatic audience award to “Twinless” officially.,"At 41st Sundance Film Festival, the U.S. dramatic audience award went to “Twinless” in the list. The festival also awarded a NEXT innovator honor to “Zodiac Killer Project” there.",True,The generated answer explicitly mentions '41st Sundance Film Festival'.,True,The generated answer provides the core information requested by the question and present in the reference answer: that the 41st Sundance Film Festival awarded the U.S. dramatic audience award to 'Twinless'. The extra information in the reference about 'Zodiac Killer Project' is not essential for answering the specific question.
products,Apple Vision Pro,Which headset line began shipping the upgraded model about a week after preorders in 2025?,Apple Vision Pro shipped the upgraded model about a week after preorders in 2025.,"The headset line whose upgraded model shipped a week later in 2025 was Apple Vision Pro, per the rollout plan.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
organizations,Alphabet,Which company became the target of an EU antitrust probe over allegations it used publishers’ online content to train AI systems without proper terms?,Alphabet became the target of an EU antitrust probe.,Alphabet,False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
celebrities,Shohei Ohtani,Which baseball star was referenced when a former interpreter was sentenced for stealing about $17 million?,Shohei Ohtani was referenced.,Shohei Ohtani,False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
court cases,Amazon,"In a consumer-protection case about subscription sign-up and cancellation practices, which company agreed to a multibillion-dollar resolution?",Amazon was the company that agreed to a multibillion-dollar resolution.,Amazon agreed to a multibillion-dollar resolution of the claims.,False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
politicians,Donald Trump,Which politician threatened steep tariffs on major trading partners unless negotiations produced changes?,Donald Trump,"In a tariff warning, Donald Trump threatened higher duties unless talks produced changes. The threat was framed as leverage in negotiations with major trading partners and ongoing disputes.",True,"The generated answer is 'Donald Trump', which is the specified entity.",True,"The question asks 'Which politician...' and the generated answer 'Donald Trump' directly answers that, matching the core information (the identity of the politician) provided in the reference answer."
court cases,Johnson & Johnson,"When the company publicly shifted toward handling claims in the traditional court system rather than a bankruptcy channel, which company made that move?",Johnson & Johnson shifted toward handling claims in the traditional court system rather than a bankruptcy channel.,"In the strategic shift, Johnson & Johnson was the company indicating a return to the tort system. The move followed adverse court rulings and signaled a different path for addressing pending claims in multiple jurisdictions.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
elections,Argentina,In which country did bonds and the currency react as the election outcome was framed as support for fiscal tightening?,"After the vote, Argentina saw bonds and the currency react as the election outcome framed as support for fiscal tightening.","After the vote, Argentina saw bonds and currency react to the reform mandate narrative. It reinforced expectations of fiscal tightening.",True,The generated answer explicitly mentions 'Argentina'.,True,"The generated answer correctly identifies Argentina and states that bonds and currency reacted after the vote, framing the election outcome as support for fiscal tightening, which aligns with the reference's 'reform mandate narrative' reinforcing 'expectations of fiscal tightening'."
sanctions,United Kingdom,Which country introduced another wave of designations and restrictions to increase pressure while coordinating closely with partners?,United Kingdom introduced another wave of designations and restrictions to increase pressure.,"The wave of designations and restrictions described was introduced by the United Kingdom, alongside partner coordination.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
celebrities,Cristiano Ronaldo,Which player scored in a Nations League final that later went to a penalty shootout?,The Nations League final featured Cristiano Ronaldo in the decisive spot-kick.,"In the final, Cristiano Ronaldo scored before the match went to penalties.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
organizations,Amazon,Which company’s quarterly results showed steadier cloud growth and prompted investors to focus on operating profit trends?,The operating-profit trend at Amazon was steadier cloud growth.,The results highlighting operating profit trends came from Amazon in its quarterly report.,False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
countries,Venezuela,"The country whose leading opposition figure was announced as a Nobel Peace Prize recipient, drawing global attention to the political crisis, was which one?","The country whose leading opposition figure was announced as a Nobel Peace Prize recipient was Venezuela, elevating the crisis under Hale.","The country whose leading opposition figure was announced as a Nobel Peace Prize recipient was Venezuela, elevating the crisis onto a larger global stage.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
countries,Israel,"Where did the government extend formal recognition to Somaliland, calling it a sovereign state in an unusual diplomatic move?",The government in Israel extended formal recognition to Somaliland as a sovereign state.,The government in Israel extended formal recognition to Somaliland as a sovereign state. The announcement drew sharp reactions abroad and created a new diplomatic flashpoint in the region.,True,The generated answer explicitly mentions 'Israel'.,True,"The generated answer conveys the core information about Israel extending recognition to Somaliland, which is the primary answer to the question. It omits additional contextual details present in the reference answer but not crucial for answering the 'where' question."
organizations,Goldman Sachs,Which investment bank posted quarterly results showing a rebound in investment-banking fees compared with the prior year?,Goldman Sachs reported a rebound in investment-banking fees.,The quarterly rebound in fees was reported by Goldman Sachs in its update.,True,The generated answer explicitly mentions 'Goldman Sachs'.,True,"Both the generated and reference answers convey that Goldman Sachs reported a rebound in investment-banking fees, directly answering the question."
