category,word,question,generated,expected,contains_entity,contains_entity_explanation,matches_reference,matches_reference_explanation
organizations,Microsoft,"Which company’s quarterly results pointed to strong demand for AI-enabled services, even as it warned about capacity constraints?","The company that reported strong demand for AI-enabled services was Microsoft, according to its quarterly results.","The company reporting strong AI-driven demand was Microsoft, based on its quarterly release.",True,The generated answer explicitly mentions 'Microsoft'.,True,"The generated answer conveys the same core information as the reference answer, identifying Microsoft as the company with strong AI demand based on its quarterly results. The phrasing is slightly different but the meaning is identical."
products,ChatGPT,Which AI assistant product published a late-2025 point-upgrade model update described as refinement rather than a new family?,ChatGPT,ChatGPT later received a point-upgrade model update in late 2025 that refined performance and safety. The update was announced as part of the regular release-notes cadence and followed earlier model releases.,True,"The generated answer is 'ChatGPT', which is the entity itself.",True,"The question asks 'Which AI assistant product...' and the reference answer explicitly states that 'ChatGPT' received the described update. The generated answer 'ChatGPT' directly and correctly answers the question, aligning with the core information in the reference."
movies,BFI London Film Festival 2025,Which festival awarded its Best Film honor to “Landmarks”?,"At BFI London Film Festival 2025, the Best Film honor went to “Landmarks” in the list.",BFI London Film Festival 2025 awarded its Best Film honor to “Landmarks” officially.,True,The generated answer explicitly mentions 'BFI London Film Festival 2025'.,True,Both the generated and reference answers convey the same core information: that the BFI London Film Festival 2025 awarded its Best Film honor to 'Landmarks'.
court cases,Apple,"In a new antitrust complaint filed by a privacy-focused service provider challenging platform access rules, which company was sued?",Apple,"In that newly filed antitrust complaint, Apple was the company sued over platform rules.",True,"The generated answer is 'Apple', which is the specified entity.",True,"The generated answer 'Apple' directly answers the question 'which company was sued?', which is the key information conveyed by the reference answer."
products,Boeing 737 MAX,Which jet family was ordered in 2025 by a Middle East carrier for dozens of aircraft?,"Boeing 737 MAX was ordered by a Middle East carrier in 2025 for dozens of aircraft, per the latest news.","The narrow-body jet family referenced in the 2025 airline order was Boeing 737 MAX, per the announcement.",True,The generated answer explicitly mentions 'Boeing 737 MAX'.,True,"The generated answer conveys the same core information as the reference answer, identifying 'Boeing 737 MAX' as the jet family ordered in 2025 by a Middle East carrier for dozens of aircraft."
cities,"Washington, D.C.",Which city’s restaurant and tourism sectors were described as feeling knock-on effects from large policy and enforcement shifts?,The reporting placed the impact on the restaurant and tourism sectors in Nashville and described the knock-on effects from large policy and enforcement shifts.,"Coverage tied the business ripple effects to Washington, D.C. and highlighted how local operators adapted. The reporting emphasized immediate impacts on staffing and demand.",False,"The generated answer mentions 'Nashville' instead of the specified entity 'Washington, D.C.'.",False,"The generated answer incorrectly identifies Nashville as the city, whereas the reference answer correctly states Washington, D.C. as the city experiencing the effects."
movies,77th Annual DGA Awards,Which directors’ guild ceremony awarded a comedy-series directing prize to Lucia Aniello for an episode of “Hacks”?,"At the Directors Guild of America, the comedy-series directing prize was awarded to Lucia Aniello for an episode of “Hacks” in the announcement. The winners were announced in advance, and the ceremony itself was held during the season.",The comedy-series directing prize in the question was awarded at 77th Annual DGA Awards during the ceremony.,False,"The generated answer mentions 'Directors Guild of America', which is the guild, but not the specific event '77th Annual DGA Awards'. It misses '77th Annual' and 'Awards'.",False,"The reference answer specifies the '77th Annual DGA Awards' as the ceremony. The generated answer only provides 'Directors Guild of America', which is the guild itself, not the name of the specific annual ceremony, and thus does not convey the same core information about the specific event asked by the question."
laws,Corporate Transparency Act,Which U.S. disclosure statute was at the center of a top-court move that allowed beneficial-ownership reporting to proceed despite ongoing litigation?,The statute at the center of the Supreme Court ruling was the Corporate Transparency Act’s beneficial-ownership reporting requirement.,Corporate Transparency Act,True,The generated answer explicitly mentions 'Corporate Transparency Act'.,True,"The generated answer correctly identifies 'Corporate Transparency Act' as the statute, matching the core information of the reference answer, even though it includes additional descriptive text."
sanctions,"Foreign, Commonwealth & Development Office",Which department described a follow-on package that expanded designations and trade measures to sustain pressure alongside allies?,"In this episode, the Department of Commerce described a follow-on package that expanded designations and trade measures to sustain pressure. It highlighted coordinated efforts with allies, within the same action.","The follow-on package described was set out by the Foreign, Commonwealth & Development Office, with allied coordination.",False,"The generated answer mentions the 'Department of Commerce' instead of the 'Foreign, Commonwealth & Development Office'.",False,"The generated answer incorrectly identifies the 'Department of Commerce' as the department that described the package, while the reference answer correctly states it was the 'Foreign, Commonwealth & Development Office'."
companies,Apple,Which company faced a UK collective action moving forward over fees charged to app developers and consumers?,Apple faced a UK collective action over fees charged to app developers.,"In the UK case, Apple was the company facing a collective action over app-store fees. The tribunal allowed the claim to proceed, keeping the dispute on track for further court steps.",True,The generated answer explicitly mentions 'Apple'.,False,"The generated answer omits that the fees were charged to 'consumers' in addition to app developers, as implied by the question and covered by the general 'app-store fees' in the reference. It also doesn't explicitly state that the action is 'moving forward' or 'allowed to proceed' as indicated by the reference answer's 'allowed the claim to proceed, keeping the dispute on track'."
companies,Intel,Which semiconductor company announced a multibillion-dollar strategic investment from a rival chipmaker after regulators cleared it?,"The semiconductor company that announced a multibillion-dollar strategic investment was Intel, according to the announcement.",Intel,True,The answer explicitly mentions 'Intel'.,True,"The generated answer correctly identifies 'Intel', which is the same core information as the reference answer."
movies,BFI London Film Festival 2025,Which festival gave the documentary prize (Grierson Award) to “The Travelers”?,"At BFI London Film Festival 2025, the Grierson Award for Best Documentary was given to “The Travelers” in the list.",The documentary prize described in the question was awarded at BFI London Film Festival 2025 in the results.,True,The generated answer explicitly mentions 'BFI London Film Festival 2025'.,True,"Both the generated and reference answers state that the documentary prize (Grierson Award) was awarded to 'The Travelers' at BFI London Film Festival 2025, directly answering the question."
cybersecurity,SonicWall,Which company released additional 2025 fixes after researchers documented exploitation patterns against internet-facing security appliances?,The 2025 fixes from Fortinet were released. They addressed documented exploitation patterns against internet-facing security appliances.,The 2025 fixes from SonicWall followed documentation of exploitation patterns. They emphasized patching and minimizing exposure of management interfaces to the public internet.,False,The generated answer mentions 'Fortinet' instead of 'SonicWall'.,False,"The generated answer incorrectly identifies the company as Fortinet, whereas the reference correctly states SonicWall released the fixes."
celebrities,Shohei Ohtani,Which baseball celebrity was selected as a major news outlet’s male athlete of the year?,Shohei Ohtani was named the male athlete of the year by Sports Illustrated.,Shohei Ohtani was named male athlete of the year by the outlet. The selection cited his season-long excellence and impact.,True,The generated answer explicitly mentions 'Shohei Ohtani'.,True,"The generated answer provides the same core information as the reference: Shohei Ohtani was named male athlete of the year. It also correctly specifies the outlet (Sports Illustrated), which the reference leaves generic ('the outlet'). The additional context in the reference about the reason for selection ('season-long excellence and impact') was not directly asked by the question, so its absence in the generated answer does not make it a mismatch."
sanctions,Global Affairs Canada,Which government department announced new restrictive measures responding to repression and external aggression connected to a European regime?,"In this case, the Department for Digital, Culture, Media and Sport announced new measures. It framed the response as a deterrent to external aggression, within the context of external interference reporting.",Global Affairs Canada,False,"The generated answer mentions 'the Department for Digital, Culture, Media and Sport' but not 'Global Affairs Canada'.",False,"The generated answer identifies a completely different government department ('Department for Digital, Culture, Media and Sport') than the reference answer ('Global Affairs Canada')."
politicians,Recep Tayyip Erdogan,"Which leader’s main political rival, a city mayor, received another prison sentence in a case tied to insulting an official?","In a case tied to insulting an official, Recep Tayyip Erdogan’s main political rival received a prison sentence. The rival was a city mayor.",A key rival of Recep Tayyip Erdogan received another prison sentence.,True,The generated answer explicitly mentions 'Recep Tayyip Erdogan'.,False,The generated answer states 'received a prison sentence' while both the question and the reference answer specify 'received another prison sentence'. The omission of 'another' means it does not convey precisely the same core information as the reference regarding the recurrence of the sentence.
cities,Denver,Which city’s mayoral race was portrayed as being heavily influenced by major donors?,The reporting on the influence of major donors in a mayoral race was particularly notable in Chicago.,Denver,False,"The generated answer mentions 'Chicago', not 'Denver'.",False,"The generated answer names 'Chicago' as the city, while the reference answer states 'Denver'. These are different cities."
sanctions,Australia,"Which country introduced a new autonomous sanctions framework focused on a country-specific situation, expanding its legal architecture?","In this case, the United Kingdom introduced a new autonomous sanctions framework focused on a country-specific situation. It expanded its legal architecture through the Sanctions and Money Laundering Act, which took effect in July 2022.",Australia introduced the framework.,False,The generated answer mentions 'United Kingdom' but does not explicitly mention or reference 'Australia'.,False,"The reference answer states 'Australia' introduced the framework, while the generated answer incorrectly states 'the United Kingdom' introduced it. Therefore, the core information does not match."
sanctions,Houthis,"Which armed group was linked to designations targeting illicit revenue and procurement networks, including front-company structures and shipping facilitators?","In this episode, the Houthis were linked to designations targeting illicit revenue and procurement networks.","In this episode, the Houthis were linked to designations targeting illicit revenue and procurement networks, including front-company structures. The action emphasized reducing access to maritime facilitators, under the enforcement effort.",True,The generated answer explicitly mentions 'the Houthis'.,False,"The generated answer omits specific details present in both the question and the reference answer, namely 'front-company structures' and 'shipping facilitators' (referred to as 'maritime facilitators' in the reference), which were part of the targeted networks."
organizations,Amazon,Which company posted quarterly results that beat expectations while it warned that AI spending would keep rising?,"In the quarterly update, Microsoft posted results that beat expectations while warning about AI spending. The company emphasized the need for continued investment in AI infrastructure and talent to stay competitive.","The quarterly beat paired with rising AI spending was reported by Amazon, in its update.",False,The generated answer mentions 'Microsoft' instead of the specified entity 'Amazon'.,False,"The generated answer attributes the quarterly beat and AI spending warning to 'Microsoft', whereas the reference answer correctly identifies the company as 'Amazon'. The core information about the responsible company is incorrect."
laws,Securities Exchange Act of 1934,Under which U.S. market-structure regime did regulators extend compliance timing for enhanced order-execution disclosure requirements?,"The enhanced order-execution disclosure requirements were extended under the Securities Exchange Act of 2010, as part of the Dodd-Frank Act.","In the timing change, the Securities Exchange Act of 1934 framework governed the order-execution disclosure amendments. The agency cited implementation considerations and set revised deadlines for affected market participants.",False,The generated answer mentions the 'Securities Exchange Act of 2010' instead of the 'Securities Exchange Act of 1934'.,False,"The generated answer incorrectly states the extension was under the 'Securities Exchange Act of 2010', whereas the reference states it was under the 'Securities Exchange Act of 1934' framework."
cybersecurity,Citrix,"When a follow-on appliance vulnerability was reported as being used in attack campaigns, which company published updated guidance to secure deployments?",The updated guidance to secure deployments was published by Citrix.,"The updated guidance to secure deployments against follow-on appliance attacks came from Citrix, based on the advisory.",True,The generated answer explicitly mentions 'Citrix'.,True,"Both the generated answer and the reference answer identify Citrix as the company that published the updated guidance, which is the core information requested by the question."
celebrities,LeBron James,Which player’s decision confirmed he would become the first in league history to play a 23rd season?,The player who made the decision was LeBron James.,The 23rd-season milestone was reached by LeBron James with his decision.,True,The generated answer explicitly mentions 'LeBron James'.,True,"Both the generated answer and the reference answer identify LeBron James as the player whose decision confirmed the 23rd season, directly answering the question."
organizations,IBM,Which enterprise software company said in its quarterly update that some government-related consulting work was being delayed or trimmed?,"In the quarterly update, IBM said some government-related consulting work was being delayed or trimmed.",The quarterly update from IBM cited delays in government-related work.,True,The answer explicitly mentions 'IBM'.,True,"The generated answer conveys the same core information as the reference answer, identifying IBM, the quarterly update, and the delays/trimming in government-related work."
cybersecurity,FBI,Which federal law enforcement agency was reported to investigate a breach involving theft of patient data from older servers used by healthcare customers?,The breach involving theft of patient data from older servers used by healthcare customers was investigated by the Federal Bureau of Investigation (FBI).,FBI,True,The generated answer explicitly mentions 'Federal Bureau of Investigation (FBI)'.,True,"The generated answer correctly identifies the FBI as the investigating agency, which matches the core information in the reference answer."
elections,Japan,Media polls predicting the ruling coalition could lose control of the upper chamber dominated pre-election coverage in which country?,The media polls predicting the ruling coalition could lose control of the upper chamber dominated pre-election coverage in Japan.,Pre-election polls in Japan warned of an upper-chamber loss.,True,The generated answer explicitly mentions 'Japan'.,True,"Both the generated answer and the reference answer identify 'Japan' as the country where pre-election polls warned of a potential loss for the ruling coalition in the upper chamber. The generated answer rephrases the question's premise before stating the country, while the reference is more direct, but the core information conveyed is the same."
movies,Anora,Which film won Best Picture at the major U.S. film academy ceremony?,"At the 2020 ceremony, the film that won Best Picture was “Paradise Lost” in the record. That was an error in the question. The winners were “Anora” and “Paradise Lost” in the same year, but Anora was a short film. The winners in the record were “Anora” and “Paradise Lost” in the same year, but Anora was a short film.",Anora,True,The generated answer explicitly mentions the entity 'Anora' multiple times.,False,"The generated answer is confusing and contradictory. It initially states 'Paradise Lost' won Best Picture, then claims 'Anora' and 'Paradise Lost' were winners, and clarifies 'Anora was a short film'. This does not directly convey the core information that 'Anora' was the Best Picture winner, as stated in the reference, and introduces potentially incorrect or misleading information (e.g., 'Paradise Lost' as a Best Picture winner, or 'Anora' being a short film when 'Best Picture' typically refers to feature films)."
court cases,Elon Musk,"In the securities regulator’s case, which individual later asked the court to dismiss the complaint?",The complaint was filed by the regulator. The request to dismiss was from the defendant.,"In the dismissal motion, Elon Musk was the defendant seeking to end the case. The filing challenged the regulator’s theory and asked the judge to throw out the claims at an early stage.",False,The generated answer refers to 'the defendant' but does not explicitly mention 'Elon Musk'.,False,"The generated answer correctly identifies that 'the defendant' asked to dismiss the complaint, but it fails to identify the specific individual ('Elon Musk') as requested by the question and provided by the reference answer."
sanctions,China,Which country was involved in a sanctions-related decision where another government paused plans to sanction a major intelligence body to avoid disrupting a trade truce?,"In this episode, China paused plans to sanction the U.S. intelligence agency.",China was involved in the decision.,True,The generated answer explicitly mentions 'China'.,False,"While the generated answer mentions 'China', it attributes an action to China ('China paused plans to sanction the U.S. intelligence agency') that contradicts the scenario implied by the question. The question describes 'another government paused plans to sanction a major intelligence body', suggesting the 'country' (China) would be the target or a party involved in the truce with the sanctioning government. The generated answer makes China the 'another government' doing the pausing, which misrepresents China's role in the event described by the question. The reference answer 'China was involved in the decision' is generic and correct, avoiding this factual misrepresentation."
cities,San Diego,Which city was the focus of reporting about a small aircraft crash into a residential area?,The reporting described in the question was likely referring to Phoenix and described the crash site as a residential area.,San Diego,False,The generated answer mentions 'Phoenix' but not 'San Diego'.,False,"The generated answer provides 'Phoenix' as the city, which is incorrect according to the reference answer 'San Diego'."
sanctions,United States,Which country imposed a fresh set of restrictions tied to illicit revenue generation and cyber-enabled activity associated with a heavily sanctioned regime?,"In this action, the United States imposed fresh restrictions.","In this action, the United States imposed a fresh set of restrictions tied to illicit revenue generation and cyber-enabled activity. It paired the action with additional designations to constrain facilitators, as part of enforcement.",True,The generated answer explicitly mentions 'the United States'.,True,"The generated answer correctly identifies 'the United States' as the country that imposed fresh restrictions, which is the core information requested by the question and provided by the reference answer. While the reference provides more details about the nature of the restrictions, the generated answer provides the key information to answer the 'which country' part of the question."
movies,41st Sundance Film Festival,Which festival awarded the U.S. dramatic grand jury prize to “Atropia”?,Atropia won the U.S. Dramatic Grand Jury Prize at 24th Tribeca Festival in the lineup. The awards announcement was in March during the festival.,41st Sundance Film Festival awarded the U.S. dramatic grand jury prize to “Atropia” officially.,False,The generated answer mentions '24th Tribeca Festival' instead of the specified entity '41st Sundance Film Festival'.,False,"The generated answer states '24th Tribeca Festival' awarded the prize, which contradicts the reference answer that names '41st Sundance Film Festival'. The core information (the awarding festival) is different and incorrect according to the reference."
elections,Australia,"In which country did the incumbent center-left government win a stronger mandate, while the opposition leader lost his own seat?","In the 2021 election, the incumbent center-left government in Italy won a stronger mandate while the opposition leader lost his own seat.","In the national result, Australia returned the incumbent government with a stronger mandate. The opposition leader also lost his own seat.",False,The generated answer mentions 'Italy' instead of 'Australia'.,False,"The generated answer incorrectly identifies the country as 'Italy' instead of 'Australia', which is the core information requested and provided by the reference."
organizations,Boeing,Which aircraft manufacturer reported quarterly results that included a new charge tied to delays in a widebody jet program?,Boeing reported the charge.,"In the quarterly release, Boeing recorded a new charge tied to delays in a widebody jet program. The update also discussed delivery targets and cash-flow expectations for the year.",True,The generated answer explicitly mentions 'Boeing'.,True,"The generated answer 'Boeing reported the charge' directly identifies Boeing as the entity that reported the charge, which is the core information requested by the question and confirmed by the reference answer. The reference provides additional context but the core answer is present in the generated response."
elections,Chile,A runoff election that produced a clear presidential winner occurred in which country?,The runoff election that produced a clear presidential winner in Ivory Coast became a model for the process.,The runoff in Chile produced a clear presidential winner.,False,The generated answer mentions 'Ivory Coast' instead of 'Chile'.,False,"The generated answer incorrectly identifies the country as 'Ivory Coast' instead of 'Chile', which is the core information of the reference answer."
celebrities,Simone Biles,Which athlete won the Laureus award for Sportswoman of the Year?,Simone Biles won the Laureus Sportswoman of the Year award.,Simone Biles,True,The generated answer explicitly mentions 'Simone Biles'.,True,"The generated answer correctly identifies 'Simone Biles' as the winner, matching the core information of the reference answer. The additional context is also correct and relevant to the question."
products,Galaxy S25,Which flagship line later gained a thinner “Edge” sibling announced in mid-2025?,"Galaxy S25 was later followed by the Galaxy S25 Ultra Edge, per early reports.","The flagship line that later gained a thinner “Edge” sibling in 2025 was Galaxy S25, according to reporting.",True,The generated answer explicitly mentions 'Galaxy S25'.,True,"The generated answer correctly identifies 'Galaxy S25' as the flagship line that gained an 'Edge' sibling around 2025, consistent with the core information in the reference answer and the question. The reference mentions 'in 2025' and the generated mentions 'later', which aligns with the 'mid-2025' in the question. Both also cite 'reports' as the source."
countries,Haiti,In which country did authorities call for broader regional backing and resources to support an overstretched security mission against armed groups?,Authorities in the Philippines called for broader regional backing and resources to support an overstretched security mission against armed groups.,"Authorities in Haiti called for broader regional backing and resources to support an overstretched security mission. The appeal cited the pace of killings, displacement, and institutional collapse across communities.",False,The generated answer mentions 'the Philippines' instead of the entity 'Haiti'.,False,"The generated answer identifies the wrong country (the Philippines) where the authorities called for regional backing, whereas the reference answer correctly states Haiti."
products,Microsoft 365 Copilot,Which workplace AI assistant expanded enterprise controls and admin capabilities in 2025 update notes?,"Microsoft 365 Copilot was expanded with new enterprise controls and admin capabilities in 2025 update notes, per the release.","The workplace assistant with expanded enterprise controls in 2025 was Microsoft 365 Copilot, per the update notes.",True,The generated answer explicitly mentions 'Microsoft 365 Copilot'.,True,Both the generated and reference answers correctly identify 'Microsoft 365 Copilot' as the workplace assistant that expanded enterprise controls and admin capabilities in 2025 update notes. The core information is identical.
laws,Securities Exchange Act of 1934,Under which U.S. securities framework did the agency bring insider-trading charges involving a corporate insider and a tippee?,"In the Securities Exchange Act of 1934, the agency brought insider-trading charges involving a corporate insider and a tippee under the insider-trading provisions of the act.",Insider-trading charges proceeded under Securities Exchange Act of 1934 provisions.,True,The generated answer explicitly mentions 'Securities Exchange Act of 1934'.,True,Both the generated answer and the reference answer identify 'Securities Exchange Act of 1934' as the framework under which insider-trading charges were brought. The generated answer includes additional context from the question but accurately conveys the core information.
cybersecurity,Check Point,"Which company, in 2025 research, documented active exploitation of a spoofing vulnerability that could leak authentication hashes?",The 2025 documentation of active exploitation focused on a spoofing vulnerability that could leak authentication hashes was tied to Fortinet.,The 2025 research from Check Point described the exploitation clearly.,False,The generated answer mentions 'Fortinet' instead of 'Check Point'.,False,"The reference answer correctly identifies 'Check Point' as the company, while the generated answer incorrectly identifies 'Fortinet'."
organizations,Pfizer,Which drugmaker reported quarterly results that beat expectations and raised its full-year outlook for revenue and profit?,"The company that reported quarterly results beating expectations and raised its full-year outlook was Pfizer, according to its release.",Pfizer reported the beat and raised its outlook.,True,The generated answer explicitly states 'Pfizer'.,True,"The generated answer correctly identifies Pfizer as the company that reported beating expectations and raising its outlook, which is the core information conveyed by the reference answer."
celebrities,Rihanna,Which entrepreneur launched a new body-care collection under her skincare business?,"The entrepreneur who launched a new body-care collection was Rihanna, according to the launch.",A new body-care collection was launched by Rihanna under her skincare line. The rollout expanded the brand’s product range beyond face care.,True,"The generated answer explicitly mentions ""Rihanna.""",True,"Both the generated answer and the reference answer clearly state that Rihanna launched the new body-care collection, which is the core information requested by the question."
cities,Austin,Which city saw the launch of a “move-out” service framed around relocating out of state?,The reporting placed the “move-out” service in Austin and described it as a new business model. It was framed around relocating out-of-state.,The reporting placed the relocation-service launch in Austin and described the business concept behind it. It also noted how the idea tapped into broader migration trends.,True,The generated answer explicitly mentions 'Austin'.,True,"The generated answer correctly identifies 'Austin' as the city for the 'move-out' service and notes its framing around out-of-state relocation, which is the core information conveyed by the reference answer in response to the question. The generated answer's 'new business model' is similar to the reference's 'business concept'. The reference's additional detail about 'broader migration trends' is not critical for answering the specific question and its absence does not make the generated answer incorrect."
sports teams,Chelsea,Which club opened its summer global tournament with a 2-0 win and an upbeat assessment of its new era?,"The club that started the summer tournament with a 2-0 win and an upbeat assessment of its new era was Chelsea, after taking the first game of the International Champions Cup.","The club that started the tournament with a 2-0 win was Chelsea, according to the match report.",True,The generated answer explicitly mentions 'Chelsea'.,True,"The generated answer conveys the core information that Chelsea was the club that started the tournament with a 2-0 win, matching the reference answer. It also includes additional detail from the question and context (upbeat assessment, International Champions Cup) without contradicting the reference."
organizations,IBM,Which enterprise software company agreed to acquire a data-streaming platform company for about $9 billion to expand its cloud and AI portfolio?,"The company that agreed to acquire a data-streaming platform was Microsoft, according to the deal.","In the deal announcement, IBM agreed to acquire a data-streaming platform company for about $9 billion. The acquisition was positioned as strengthening its cloud and AI portfolio for enterprise customers.",False,The generated answer mentions 'Microsoft' instead of the specified entity 'IBM'.,False,"The generated answer incorrectly identifies Microsoft as the acquiring company, whereas the reference answer correctly states IBM."
court cases,Alex Jones,"When a state judge appointed a receiver to take control of assets to satisfy judgments, which debtor lost direct control?","In the scenario described, the debtor lost direct control. The receiver was appointed to manage the assets and satisfy outstanding judgments.","In the receivership order, Alex Jones was the debtor who lost direct control of assets.",False,The generated answer uses the generic term 'the debtor' and does not explicitly mention 'Alex Jones'.,False,"The question asks 'which debtor' lost control, and the reference answer explicitly names 'Alex Jones'. The generated answer only states 'the debtor' without identifying the specific individual, thus failing to provide the key information requested by the question and present in the reference."
politicians,Luiz Inacio Lula da Silva,Which leader said he expected the Mercosur–EU trade deal to be signed within the year despite opposition in Europe?,"In a statement on trade policy, Luiz Inacio Lula da Silva said he expected the Mercosur–EU trade deal to be signed within the year despite opposition in Europe.","In remarks on trade, Luiz Inacio Lula da Silva said he expected the Mercosur–EU deal to be signed within the year. The agreement would phase out many tariffs over time, though some EU states continued to signal objections.",True,The generated answer explicitly mentions 'Luiz Inacio Lula da Silva'.,True,"The generated answer conveys the same core information as the reference: 'Luiz Inacio Lula da Silva' expected the 'Mercosur–EU trade deal' to be signed 'within the year' despite 'opposition in Europe', which aligns with the reference's mention of 'some EU states continued to signal objections'."
companies,The Walt Disney Company,Which company reported quarterly results and highlighted progress toward profitability in its direct-to-consumer segment?,"The company that reported quarterly results and highlighted progress toward profitability in its direct-to-consumer segment was Amazon, according to its latest update.",The Walt Disney Company reported quarterly results and highlighted progress toward profitability in its direct-to-consumer segment.,False,The generated answer mentions 'Amazon' instead of 'The Walt Disney Company'.,False,"The generated answer incorrectly identifies 'Amazon' as the company, whereas the reference answer correctly identifies 'The Walt Disney Company'."
laws,Markets in Crypto-Assets Regulation (MiCA),Under which EU crypto-asset rulebook did a major exchange begin changing stablecoin availability for users in the European Economic Area?,Markets in Crypto-Assets Regulation (MiCA) was the new EU framework for crypto-asset markets.,Markets in Crypto-Assets Regulation (MiCA),True,The generated answer explicitly mentions 'Markets in Crypto-Assets Regulation (MiCA)'.,True,"The generated answer provides 'Markets in Crypto-Assets Regulation (MiCA)', which is the core information provided by the reference answer and directly answers the question. The additional descriptive text does not detract from the correctness of the answer."
celebrities,Rihanna,Which music and beauty icon signed a partnership with a major women’s basketball league?,The music and beauty icon Rihanna signed a partnership with the National Basketball Association (NBA).,Rihanna was the celebrity who signed the partnership with the league. The deal included branding and promotional activations across the season.,True,The answer explicitly mentions 'Rihanna'.,False,"The question asks about a 'major women’s basketball league', but the generated answer states 'National Basketball Association (NBA)', which is not a women's league, even though it is the parent organization of the WNBA. This is a crucial factual mismatch regarding the partnering entity."
movies,Shōgun,Which series won the drama-series prize at that writers’ guild ceremony?,The drama-series prize at the writers’ guild ceremony in 2024 has not been reported yet. Coverage and results depend on the specific event and its timing.,Shōgun,False,The generated answer does not mention or reference 'Shōgun'.,False,"The reference answer directly names the series 'Shōgun' as the winner. The generated answer states the prize 'has not been reported yet' for 2024, which is a contradictory and incorrect response given the reference."
cybersecurity,Palo Alto Networks,"Which company, in a later 2025 update, addressed an additional vulnerability that could enable privilege escalation in certain deployments?",The later 2025 update from Fortinet addressed the vulnerability.,The later update from Palo Alto Networks addressed the escalation risk quickly.,False,The generated answer mentions 'Fortinet' instead of 'Palo Alto Networks'.,False,"The generated answer incorrectly identifies 'Fortinet' as the company, whereas the reference correctly states 'Palo Alto Networks'."
cities,Austin,A city’s voters rejected a proposed tax increase intended to fund homeless services; which city was it?,"The rejected tax increase was reported in San Francisco, according to coverage.","The rejected tax proposal was reported in Austin, according to coverage.",False,The generated answer mentions 'San Francisco' instead of 'Austin'.,False,"The generated answer states the city was San Francisco, while the reference answer correctly identifies the city as Austin. The core information (the city) is different."
sanctions,Russia,"Which country was hit by a major package that added many individuals, entities, and vessels to constrain maritime operations used for sanctions evasion?","The country hit by a major package was North Korea, as part of the coordinated international response.","A major package targeting Russia added many individuals, entities, and vessels.",False,The answer mentions 'North Korea' instead of 'Russia'.,False,"The generated answer incorrectly identifies North Korea as the targeted country, whereas the reference states Russia was targeted."
countries,Singapore,Which country’s opposition leader was found guilty of lying to parliament but avoided losing his seat due to a fine-based sentence?,"The country’s opposition leader found guilty of lying to parliament but avoided losing his seat due to a fine-based sentence was Italy, under opposition leader Matteo Renzi.",Singapore,False,"The generated answer mentions 'Italy' and 'Matteo Renzi', not 'Singapore'.",False,"The generated answer states 'Italy' as the country, while the reference answer is 'Singapore'. The information does not match."
sports teams,Arsenal,Which club secured a tight late-season home league win to keep pressure on the leaders?,Arsenal secured a tight late-season home win to keep pressure on the leaders.,"The three points went to Arsenal, in a narrow home win.",True,The generated answer explicitly mentions 'Arsenal'.,True,"The generated answer identifies Arsenal as the club and states they secured a tight home win, which aligns with the reference's 'Arsenal, in a narrow home win'. The additional details in the generated answer are consistent with the context of the question and do not contradict the reference."
celebrities,Jennifer Lopez,Which performer premiered a new film musical at a major U.S. festival?,A new film musical premiered at the festival.,Jennifer Lopez debuted a film musical at the festival.,False,The generated answer does not mention or refer to Jennifer Lopez.,False,"The generated answer omits the key information requested by the question (the performer's name) which is present in the reference answer. It only states that a musical premiered, not who premiered it."
elections,Albania,In which country did international observers cite concerns while still describing the election as broadly competitive?,International observers in Ukraine cited concerns while still describing the vote as broadly competitive.,"In observer assessments, Albania drew concerns alongside competitive elements. Observers highlighted both procedural issues and genuine contestation.",False,The generated answer mentions 'Ukraine' instead of 'Albania'.,False,"The generated answer provides the incorrect country ('Ukraine' instead of 'Albania') where the events took place, which is the core information requested by the question and provided by the reference."
sanctions,European Commission,"Which executive institution presented and communicated a major sanctions package adopted by members, emphasizing enforcement and anti-circumvention priorities?","In this case, the European Commission presented and communicated a major sanctions package. It emphasized enforcement and anti-circumvention priorities, as part of its coordinated response to external economic pressures.",European Commission,True,The generated answer explicitly mentions 'European Commission'.,True,"The generated answer correctly identifies 'European Commission' as the core information, matching the reference. The additional context provided is relevant and doesn't contradict the reference."
products,GPT-5,Which model family had a system card or technical report published alongside its 2025 introduction?,"The model family with a system card or technical report published alongside its 2025 introduction was GPT-5, as described in the report.","In the launch materials, GPT-5 shipped with a system card describing its behavior.",True,The generated answer explicitly mentions 'GPT-5'.,True,"The generated answer correctly identifies GPT-5 and states it had a system card or technical report published alongside its introduction, which aligns with the reference answer's information about GPT-5 shipping with a system card in its launch materials."
sports teams,Liverpool,"Which club’s supporters staged large celebrations around the stadium and city center after the title was confirmed, with images spreading worldwide?","The club whose supporters staged large celebrations was Liverpool, after the title was confirmed.","In the aftermath of the title confirmation, Liverpool drew enormous crowds to celebrate. Coverage emphasized the scale of the festivities and the club’s connection to the community during the celebrations.",True,The generated answer explicitly mentions 'Liverpool'.,True,"The generated answer correctly identifies Liverpool as the club whose supporters staged large celebrations after the title, which is the core information conveyed by the reference answer and directly answers the question."
