category,word,question,generated,expected,contains_entity,contains_entity_explanation,matches_reference,matches_reference_explanation
celebrities,Shohei Ohtani,Which two-way star was named the league’s most valuable player in the National League at season’s end?,The Shai Gilgeous-Alexander was named the league’s most valuable player in the National League at season’s end.,The National League MVP was Shohei Ohtani at season’s end.,False,The generated answer mentions 'Shai Gilgeous-Alexander' instead of 'Shohei Ohtani'.,False,The generated answer provides an incorrect name for the MVP ('Shai Gilgeous-Alexander') compared to the reference ('Shohei Ohtani').
products,Starship,Which launch system completed a 2025 test flight that deployed multiple mock satellites before reentry?,Starship completed a 2025 test flight that deployed mock satellites in orbit and then reentered the atmosphere. The flight was part of the vehicle’s reusability testing process.,Starship completed a 2025 test flight that deployed mock satellites before reentry. Regulators and the company both pointed to the mission sequence as a step in iterative development.,True,The generated answer explicitly mentions 'Starship'.,True,The generated answer conveys the same core information as the reference: Starship completed a 2025 test flight that deployed mock satellites before reentry. The additional detail about 'reusability testing process' is consistent with the context.
court cases,Harvey Weinstein,"In a New York retrial on sex-crime charges, which defendant began jury selection?",Harvey Weinstein,Harvey Weinstein,True,"The generated answer explicitly states 'Harvey Weinstein', which is the entity.",True,The generated answer 'Harvey Weinstein' is identical to the reference answer and directly answers the question 'which defendant'.
politicians,Emmanuel Macron,Which leader urged Europe to block social media access for children under 15 after a high-profile incident?,Emmanuel Macron urged Europe to block social media for under-15s after a high-profile incident.,Emmanuel Macron urged Europe to block social media for under-15s.,True,The generated answer explicitly mentions 'Emmanuel Macron'.,True,The generated answer conveys the same core information as the reference answer. The additional phrase 'after a high-profile incident' from the generated answer is extra context that was present in the question but does not contradict or alter the core factual statement provided in the reference.
products,ChatGPT,Which AI assistant product added a “Projects” feature for organizing work during 2025 updates?,"During 2025 updates, ChatGPT added a Projects feature for organizing work.","During 2025 updates, ChatGPT added a Projects feature for organizing work.",True,The answer explicitly mentions 'ChatGPT'.,True,"The generated answer is identical to the reference answer, conveying the exact same information."
sports teams,Bayern Munich,Which club’s injured young playmaker later said there was no one to blame after a serious collision in a global tournament match?,"After the collision, the player’s club defended and the player took responsibility while also acknowledging the challenge was fair. The incident was not explicitly framed as a tackle gone wrong, with the player’s body position and movement contributing to the contact.","After the injury incident, Bayern Munich was the club addressing the fallout in public comments. The player’s message stressed perspective and recovery, while the squad prepared for the next stage of the season.",False,The generated answer refers to 'the player’s club' but does not explicitly mention 'Bayern Munich'.,False,"The generated answer describes the player's and club's actions but fails to identify the club as 'Bayern Munich', which is the core information requested by the question and provided by the reference answer."
celebrities,Drake,Which rapper filed a defamation lawsuit alleging a rival diss track was promoted through improper tactics?,Drake,Drake,True,"The generated answer is 'Drake', which is the specified entity.",True,The generated answer 'Drake' is identical to the reference answer 'Drake' and correctly answers the question.
sanctions,Australian Sanctions Office,"Which sanctions administrator amended a country framework linked to a prolonged conflict, updating provisions and administrative settings?","In this episode, the Australian Financial Reporting Authority amended a country framework linked to a prolonged conflict. It updated provisions and administrative settings to align with new risk priorities.","In this episode, the Australian Sanctions Office amended a country framework linked to a prolonged conflict. It updated provisions to align listings and prohibitions with current policy settings, under the framework.",False,The generated answer mentions 'Australian Financial Reporting Authority' instead of the specified entity 'Australian Sanctions Office'.,False,"The generated answer provides the incorrect entity ('Australian Financial Reporting Authority' instead of 'Australian Sanctions Office'), which is the core subject of the question. While the actions described are similar, the fundamental 'who' is incorrect."
court cases,Live Nation,"In the ongoing antitrust case, when a court ruling kept the government’s core allegations moving forward, which company remained the primary defendant?","In the ongoing antitrust case, Live Nation was the primary defendant. The ruling kept the government’s core allegations moving forward and maintained the company as a key target of investigation.","In the antitrust proceedings, Live Nation was the primary defendant that remained in the case. The litigation continued with the company facing claims that required further adjudication rather than early dismissal.",True,The entity 'Live Nation' is explicitly mentioned in the generated answer.,True,"The generated answer correctly identifies Live Nation as the primary defendant and conveys that the government's allegations are moving forward, which aligns with the core information in the reference answer."
countries,Philippines,In which country did a maritime dispute with a regional power dominate election rallies and voter messaging ahead of midterm polls?,Philippines,Philippines saw a maritime dispute with a regional power dominate election rallies and voter messaging.,True,"The generated answer explicitly states 'Philippines', which is the entity.",True,"The generated answer 'Philippines' directly answers the 'in which country' part of the question, which is the core information provided by the reference answer. The reference provides additional context but the key entity is sufficient as per the instructions."
laws,Endangered Species Act,Under which U.S. conservation statute did agencies publish proposed rules in the Federal Register revisiting listing and protection mechanics?,"Proposed rules were published under the Endangered Species Act, the agency said.",Proposed rules were published under Endangered Species Act authorities.,True,The generated answer explicitly mentions 'Endangered Species Act'.,True,Both the generated and reference answers correctly identify the 'Endangered Species Act' as the statute under which the proposed rules were published. The core information conveyed is identical.
court cases,OpenAI,"When the preservation requirements in that copyright case were later described as having ended, which company said the obligations had concluded?","The company stating the obligations had concluded was OpenAI, according to its lawyer in the case.","In that update, OpenAI was the company stating the obligations had concluded.",True,The generated answer explicitly mentions 'OpenAI'.,True,"Both the generated and reference answers identify OpenAI as the company that stated the obligations had concluded, which directly answers the question. The generated answer adds extra detail ('according to its lawyer in the case') but does not contradict or omit the core information."
products,Boeing 737 MAX,Which jet family was repeatedly cited in 2025 output updates as the manufacturer worked to stabilize production?,"Boeing 737 MAX was repeatedly cited in 2025 output updates as the manufacturer worked to stabilize production, per news reports and company statements. Those updates highlighted ongoing quality and supply chain challenges.",Boeing 737 MAX was repeatedly cited in 2025 updates about production stabilization and output targets. Those updates framed delivery performance and factory pace as key milestones for the year.,True,The generated answer explicitly mentions 'Boeing 737 MAX'.,True,"The generated answer conveys the same core information as the reference: that the Boeing 737 MAX was repeatedly cited in 2025 output updates regarding production stabilization. Both answers directly address the question's core components. While the elaborations (e.g., 'per news reports and company statements' vs 'output targets') differ slightly, the central fact is consistent."
court cases,Microsoft,"In appellate litigation over a major acquisition challenge, which company benefited when the appeals court rejected the regulator’s position?",Microsoft,Microsoft,True,The generated answer explicitly mentions 'Microsoft'.,True,The generated answer is identical to the reference answer.
countries,Israel,"In which country did the supreme court block an effort to remove the attorney general, marking a major check on the executive?","The Supreme Court blocked an effort to remove the attorney general in Israel, marking a major check on the executive. The ruling centered on the removal of Attorney General Avichai Mandelblit.","The supreme court in Israel blocked an effort to remove the attorney general, reinforcing a major check on the executive. The ruling sharpened tensions over institutional independence and governance norms.",True,The generated answer explicitly mentions 'Israel'.,True,"The generated answer conveys the same core information about the supreme court in Israel blocking the effort to remove the attorney general and the significance as a check on the executive. While it adds the name of the attorney general, it does not contradict or omit the main points of the reference."
celebrities,Max Verstappen,Which reigning champion was at the center of paddock speculation after a senior team adviser voiced concerns?,"Max Verstappen drew fresh paddock speculation. The adviser was Toto Wolff, pointing to team dynamics and strategy.",Max Verstappen drew fresh paddock speculation.,True,The answer explicitly names 'Max Verstappen'.,True,The generated answer contains the exact core information as the reference answer and adds further non-contradictory details.
celebrities,Selena Gomez,Which performer released a second single from her collaborative album that arrived before the full project?,Selena Gomez released a second single ahead of the album. The track was part of the collaborative project.,Selena Gomez put out a second single ahead of the album. The track added momentum to the release campaign.,True,The answer explicitly mentions 'Selena Gomez'.,True,"The generated answer conveys the same core information as the reference: Selena Gomez released a second single ahead of the album, and it was part of a collaborative project. The slight difference in the second sentence ('was part of the collaborative project' vs. 'added momentum to the release campaign') does not change the core factual match to the question."
cybersecurity,Google,Which company pushed an emergency browser update after a sandbox-escape bug was reported as being used in targeted espionage?,Google pushed an emergency browser update.,Google,True,The generated answer explicitly mentions 'Google'.,True,"The generated answer correctly identifies 'Google', which is the core information provided by the reference answer and directly answers the 'Which company' question, even though it includes additional information."
cybersecurity,Palo Alto Networks,Which company released patches after an authentication-bypass vulnerability in security appliances was reported as exploited in the wild?,Palo Alto Networks,Palo Alto Networks,True,The generated answer explicitly mentions 'Palo Alto Networks'.,True,The generated answer is identical to the reference answer and correctly identifies the company.
sports teams,Paris Saint-Germain,"Which club responded to that setback by winning its next group match and advancing, keeping its global tournament hopes intact?","In the response phase, the match result was not specified. A quick win was framed as a positive, but the opponent was not named.","In the response win, Paris Saint-Germain took three points and moved on. Reports described the performance as controlled and more pragmatic, with the team prioritizing defensive security after the earlier loss.",False,The generated answer does not explicitly mention or reference 'Paris Saint-Germain'.,False,"The generated answer misses the key entity (Paris Saint-Germain), states the match result was not specified (contradicting 'took three points'), and does not mention the team advancing, which are all core parts of the reference answer."
companies,Alphabet,Which company filed arguments over proposed antitrust remedies after a court found unlawful conduct in a core digital market?,"In the remedies phase after an antitrust decision, the company involved often argues over the proposed fixes. The process involves assessing whether the proposed remedies are effective and proportionate.","The company disputing proposed antitrust remedies after an unlawful-conduct finding was Alphabet, the parent company involved.",False,The generated answer describes a general process but does not name or reference 'Alphabet'.,False,"The reference answer explicitly names 'Alphabet' as the company. The generated answer only provides a generic description of the remedies phase, failing to identify the specific company in question, which is the core information requested by the question."
sanctions,Office of Financial Sanctions Implementation (OFSI),Which enforcement authority imposed the penalty described for failures to comply with restrictions on transactions involving sanctioned jurisdictions?,Office of Financial Sanctions Implementation (OFSI) imposed the penalty described for failures to comply with restrictions on transactions involving sanctioned jurisdictions.,"The penalty described was imposed by the Office of Financial Sanctions Implementation (OFSI), under its enforcement powers.",True,The generated answer explicitly mentions 'Office of Financial Sanctions Implementation (OFSI)'.,True,"The generated answer correctly identifies 'Office of Financial Sanctions Implementation (OFSI)' as the entity that imposed the penalty, which is the core information provided by the reference answer."
politicians,Kim Jong Un,Which leader appeared in state media coverage with his daughter at public events linked to national projects?,State media featured Kim Jong Un alongside his daughter at public events tied to national projects.,State media highlighted Kim Jong Un alongside his daughter at public events.,True,The generated answer explicitly mentions the entity 'Kim Jong Un'.,True,"The generated answer conveys the same core information as the reference answer (Kim Jong Un featured with his daughter at public events by state media). It adds a detail ('tied to national projects') that is present in the original question but not explicitly in the reference, but this additional detail does not contradict or detract from the core information provided by the reference."
elections,Ecuador,Where were heightened security measures emphasized around polling amid ongoing violence concerns?,Security measures were heightened in Ecuador amid violence concerns.,Security measures in Ecuador were heightened around polling.,True,The generated answer explicitly mentions 'Ecuador'.,False,"The generated answer misses the crucial detail 'around polling' which is present in the reference answer and directly relevant to the question's context. While it mentions 'amid violence concerns' (which is related to the overall context of the question), it doesn't specify the 'around polling' aspect of the heightened security measures."
cybersecurity,Operation Endgame,Which multinational cybercrime crackdown in 2025 also coincided with charges against operators of an infostealer and banking-malware service?,Operation Endgame coincided with charges against operators of an infostealer and banking-malware service.,Operation Endgame coincided with the charges.,True,The generated answer explicitly mentions 'Operation Endgame'.,True,"The generated answer 'Operation Endgame coincided with charges against operators of an infostealer and banking-malware service' conveys the core information of the reference answer 'Operation Endgame coincided with the charges'. The generated answer provides additional detail about 'the charges' which is consistent with the context of the question, but it still includes the core statement from the reference."
movies,97th Academy Awards,Which ceremony honored Zoe Saldaña with the supporting-actress prize for “Emilia Pérez”?,97th Academy Awards,"At 97th Academy Awards, Zoe Saldaña received the supporting-actress prize for “Emilia Pérez” in Hollywood. The same winners list also included “Anora” for Best Picture as well.",True,The generated answer explicitly states the entity '97th Academy Awards'.,True,"The generated answer '97th Academy Awards' directly answers the question 'Which ceremony' and matches the core information provided in the reference answer regarding the ceremony where Zoe Saldaña received the prize. The reference provides additional context, but the generated answer extracts the key piece of information requested."
countries,Japan,Which country opened a world exposition aimed at showcasing future technology and sustainability at a newly built waterfront venue?,"The country that opened a world exposition aimed at showcasing future technology and sustainability was Japan. The event was themed around a vision of a sustainable city and featured a newly built waterfront venue. The exposition was called Expo 2005, also known as Expo 2005 Aichi, Japan.",Japan,True,The entity 'Japan' is explicitly mentioned multiple times in the generated answer.,True,"The generated answer directly states 'was Japan', which is the core information provided by the reference answer. The additional details provided are accurate and do not contradict the reference."
elections,Singapore,Where did a post-election cabinet reshuffle keep many senior ministers in place while adjusting portfolios after the mandate?,"After the mandate in Singapore, the post-election cabinet reshuffle kept many senior ministers in place while adjusting portfolios. The reshuffle was framed as a renewal of the leadership team rather than a wholesale overhaul.","After the mandate, Singapore kept many senior ministers in place through a reshuffle. The changes were framed as continuity with selective updates.",True,The generated answer explicitly mentions 'Singapore'.,True,The generated answer provides the location (Singapore) and states that many senior ministers were kept in place with adjusted portfolios. It also conveys a similar idea to 'continuity with selective updates' by stating it was a 'renewal of the leadership team rather than a wholesale overhaul'.
elections,Philippines,Which country’s president ordered an investigation after officials warned of possible foreign interference in upcoming elections?,Philippines,Philippines,True,The generated answer 'Philippines' is the exact entity mentioned in the context.,True,"The generated answer 'Philippines' is identical to the reference answer, providing the correct country name."
companies,Microsoft,Which company issued emergency guidance after attackers exploited a widely used enterprise server product?,"The emergency guidance came from Microsoft, citing an attack that exploited a widely used enterprise server product.",Emergency guidance from Microsoft addressed attacks exploiting a widely used enterprise server product.,True,The generated answer explicitly mentions 'Microsoft'.,True,Both the generated and reference answers correctly identify 'Microsoft' as the company that issued the emergency guidance after the exploitation of an enterprise server product. They convey the same core information.
movies,36th Annual Producers Guild Awards,Which producers’ guild ceremony presented a Trailblazer Award jointly to Lynda Obst and Paula Weinstein?,"At 2024, the question could be referring to the Producers Guild Awards from various guilds. The wording of the question also mentions a Trailblazer Award in the context.",36th Annual Producers Guild Awards,False,The generated answer mentions 'Producers Guild Awards' but not the specific '36th Annual Producers Guild Awards'.,False,"The generated answer does not identify the specific ceremony (36th Annual Producers Guild Awards). Instead, it discusses the potential ambiguity of the question and general 'Producers Guild Awards' without providing a concrete answer."
sanctions,United States,Which country issued measures aimed at curbing a sanctioned state’s oil revenue streams by tightening restrictions around shipping and facilitators?,United States,"The measures aimed at curbing oil revenue were issued by the United States, under the updated restrictions.",True,The generated answer explicitly states 'United States'.,True,"The generated answer 'United States' directly answers the 'Which country' part of the question, which is the core information provided by the reference answer."
court cases,Stability AI,"In case-management directions about sampling and evidence in a U.K. copyright dispute, which company was the AI defendant?","In the case of sampling and evidence, Stability AI received case-management directions.",Stability AI received case-management directions on sampling evidence.,True,The entity 'Stability AI' is explicitly mentioned in the generated answer.,True,The generated answer conveys the same core information as the reference answer. Both state that Stability AI received case-management directions concerning sampling and evidence. The phrasing 'In the case of sampling and evidence' is a rephrasing of 'on sampling evidence' and carries the same meaning in this context.
court cases,Microsoft,"In later filings about compliance with that preservation directive, which company remained part of the case as it moved forward?","The preservation directive you mentioned refers to a court order requiring parties to preserve evidence. Without more context, it's difficult to determine which company remained part of the case.","In the preservation compliance phase, Microsoft was a defendant as the case advanced.",False,The generated answer does not mention 'Microsoft' or any specific company.,False,"The reference answer identifies 'Microsoft' as the company that remained part of the case. The generated answer states it is difficult to determine which company remained, thus failing to provide the core information and contradicting the reference."
politicians,Benjamin Netanyahu,Which leader said a military operation targeted a nuclear threat after strikes escalated a regional crisis?,Benjamin Netanyahu said a military operation targeted a nuclear threat after strikes escalated a regional crisis.,Benjamin Netanyahu said the operation targeted a nuclear threat.,True,The generated answer explicitly mentions 'Benjamin Netanyahu'.,True,"The generated answer conveys the same core information as the reference answer ('Benjamin Netanyahu said a military operation targeted a nuclear threat') and includes additional context ('after strikes escalated a regional crisis') which was present in the original question, without contradicting the reference."
laws,Clean Air Act,Which U.S. air-pollution framework was cited when the environmental agency extended compliance deadlines for major methane controls in the oil-and-gas sector?,"In the deadline extension, the Clean Air Act was the legal basis cited for the policy change.","In the deadline extension, the Clean Air Act was the statutory basis for the methane-rule implementation schedule. The agency said the change was intended to provide additional time for regulated entities to meet requirements.",True,The generated answer explicitly mentions 'Clean Air Act'.,True,"The generated answer provides the core information requested by the question and present in the reference answer, identifying the Clean Air Act as the legal basis for the deadline extension. The phrasing 'legal basis cited for the policy change' correctly conveys the essence of 'statutory basis for the methane-rule implementation schedule'."
cybersecurity,Citrix,Which company released fixes after a newly disclosed appliance flaw was added to high-priority remediation lists due to exploitation risk?,Citrix released fixes.,Citrix released fixes.,True,The generated answer explicitly mentions the entity 'Citrix'.,True,"The generated answer is identical to the reference answer, providing the same core information."
sports teams,Atlético Madrid,Which club agreed to sell a majority stake in 2025 to a U.S. private-equity firm in a deal reported as a major ownership shift?,Atlético Madrid,Atlético Madrid,True,The generated answer explicitly mentions 'Atlético Madrid'.,True,"The generated answer 'Atlético Madrid' is identical to the reference answer, providing the correct club name as the core information requested by the question."
organizations,Exxon Mobil,Which energy producer saw the US Supreme Court decline to hear its appeal of an air-pollution penalty tied to a Texas facility?,Exxon Mobil,Exxon Mobil,True,"The generated answer explicitly states 'Exxon Mobil', which is the given entity.",True,The generated answer 'Exxon Mobil' is identical to the reference answer 'Exxon Mobil'.
movies,International Film Festival Rotterdam 2025,Which festival awarded a Special Jury Award to “L’arbre de l’authenticité”?,"At International Film Festival Rotterdam 2025, a Special Jury Award went to “L’arbre de l’authenticité” in the Tiger Awards 2025.","In the lineup, International Film Festival Rotterdam 2025 awarded a Special Jury Award to “L’arbre de l’authenticité” that year.",True,The generated answer explicitly mentions 'International Film Festival Rotterdam 2025'.,True,Both the generated and reference answers state that International Film Festival Rotterdam 2025 awarded a Special Jury Award to 'L’arbre de l’authenticité'. The additional phrase 'in the Tiger Awards 2025' in the generated answer does not alter the core information or contradict the reference.
court cases,Harvey Weinstein,"After jurors returned a split outcome that included at least one conviction and at least one acquittal, which defendant received that partial verdict?","In the trial, Harvey Weinstein was the defendant with a split verdict. The jury convicted Weinstein on two counts and acquitted on three.","In the split verdict, Harvey Weinstein was the defendant convicted on one count and acquitted on another. The jury’s decision did not resolve every charge, leaving the case partly unsettled at that moment.",True,The generated answer explicitly mentions 'Harvey Weinstein'.,False,"While both answers identify Harvey Weinstein and state he received a split verdict, they differ on the specific counts. The reference states he was 'convicted on one count and acquitted on another', whereas the generated answer states he was 'convicted on two counts and acquitted on three'. These are different factual claims regarding the outcome of the split verdict."
court cases,Boeing,"When victims’ relatives appealed seeking to revive the dismissed criminal case, which company became the target of that appeal?","The target of the appeal was Boeing, the manufacturer.","In the appeal, Boeing was the company facing renewed litigation pressure. The families asked the appellate court to undo the dismissal and reopen the criminal prosecution path.",True,The generated answer explicitly mentions 'Boeing'.,True,Both the generated answer and the reference answer correctly identify Boeing as the target of the appeal. The generated answer provides the core information requested by the question.
celebrities,Kim Kardashian,Which actor was featured in a first-look release for an upcoming legal drama series from a major TV creator?,A first look was released featuring Kim Kardashian in the legal drama series.,A first-look release featured Kim Kardashian in the legal drama.,True,The answer explicitly mentions 'Kim Kardashian'.,True,"Both answers state that Kim Kardashian was featured in a first-look for a legal drama, conveying the same core information."
organizations,Nvidia,Which chipmaker delivered quarterly results that beat forecasts while investors weighed the impact of US export limits on future sales?,The quarterly results from Nvidia beat forecasts.,"In the quarterly release, Nvidia beat forecasts while investors assessed the impact of export limits. The company also discussed product mix shifts and supply constraints during the period.",True,The generated answer explicitly mentions 'Nvidia'.,False,"The generated answer misses the crucial information about investors weighing the impact of US export limits, which is present in both the question and the reference answer."
laws,Federal Trade Commission Act,Under which U.S. consumer-protection law did a federal appeals court block a subscription-related rule tied to agency authority and procedure?,The Federal Trade Commission Act was the basis for the ruling.,A court block occurred under Federal Trade Commission Act rulemaking constraints.,True,The generated answer explicitly mentions 'Federal Trade Commission Act'.,True,Both the generated answer and the reference answer correctly identify 'Federal Trade Commission Act' as the relevant law under which the court block occurred. The generated answer provides the key information requested by the question.
countries,Poland,In which country did the prime minister announce border crossings with the same neighboring state would reopen after the temporary closure?,The prime minister of Poland announced border crossings with the same neighboring state would reopen after the temporary closure.,The prime minister in Poland announced border crossings with the neighboring state would reopen after the temporary closure. The decision aimed to ease disruption while maintaining heightened monitoring at the frontier.,True,The generated answer explicitly mentions 'Poland'.,True,"The generated answer correctly identifies 'Poland' as the country where the announcement was made, which is the core information requested by the question and provided by the reference. The additional details in the reference are not crucial for answering the 'which country' question."
cities,"Washington, D.C.","A city saw patrols, encampment clearances, and highly visible enforcement activity described as reshaping daily life; which city was it?","The day-to-day disruptions described were reported in Washington, D.C., according to local coverage.","The day-to-day disruptions described were reported in Washington, D.C., according to local coverage.",True,"The answer explicitly mentions 'Washington, D.C.'.",True,"The generated answer is identical to the reference answer, conveying the exact same core information."
countries,Brazil,In which country did celebrations follow a Golden Globes acting win that was widely described as historic at home?,Brazil celebrated a Golden Globes acting win described as historic at home.,Brazil saw celebrations after a Golden Globes acting win described as historic at home.,True,The generated answer explicitly starts with the entity 'Brazil'.,True,Both the generated and reference answers convey the same core information: that Brazil was the country where celebrations occurred following a historic Golden Globes acting win. The phrasing 'Brazil celebrated' is equivalent in meaning to 'Brazil saw celebrations after' in this context.
sports teams,Napoli,"Which club’s European campaign took a hit after a 2-0 away defeat, tightening the qualification picture?","The setback involved Napoli, as a 2-0 away loss in Europe tightened the European Qualifying picture.","The setback involved Napoli, after a 2-0 away loss in Europe.",True,The answer explicitly mentions 'Napoli'.,True,The generated answer conveys the same core information as the reference ('Napoli' and '2-0 away loss in Europe') and includes additional detail ('tightened the European Qualifying picture') which is consistent with the question's context and does not contradict the reference.
cities,San Francisco,Which city saw large demonstrations tied to a nationwide political movement?,San Francisco,"In 2025, San Francisco became the setting for it.",True,The generated answer explicitly mentions 'San Francisco'.,True,"The generated answer 'San Francisco' directly answers the 'Which city' question, aligning with the core information provided in the reference answer that 'San Francisco became the setting for it.'"
organizations,Intel,Which chipmaker forecast a larger-than-expected quarterly loss as it continued an expensive turnaround plan?,"The chipmaker that forecast a larger-than-expected quarterly loss was Intel, in its quarterly update.",Intel forecast the larger loss.,True,The answer explicitly mentions 'Intel'.,True,"Both the generated answer and the reference answer correctly identify 'Intel' as the chipmaker that forecast the larger loss, which is the core information requested by the question. The generated answer includes some extra phrasing from the question, but the essential information is identical."
politicians,Justin Trudeau,Which Canadian political leader announced he would step down once his party selected a replacement?,Justin Trudeau,Justin Trudeau,True,The generated answer explicitly mentions 'Justin Trudeau'.,True,The generated answer 'Justin Trudeau' is identical to the reference answer and directly answers the question.
politicians,Marine Le Pen,Which politician’s party declined outside political help and said it would handle the legal fight alone?,"Marine Le Pen, the leader of the French far-right party National Rally, declined an offer of help from Viktor Orban.","In response to outside overtures, Marine Le Pen rejected an offer of support and said her movement would handle matters itself. The episode showed her legal troubles reverberating beyond national borders.",True,The generated answer explicitly mentions 'Marine Le Pen'.,False,"The generated answer states Marine Le Pen declined an offer of help but does not convey the part about her party saying it would handle the legal fight alone, which is present in the reference answer and key to the question."
companies,Microsoft,Which company became the subject of a European Commission antitrust investigation focused on cloud licensing practices?,Microsoft,"In a European Commission investigation, Microsoft became the company under scrutiny for cloud licensing practices. The probe examined whether licensing terms could disadvantage rivals in the cloud market.",True,The generated answer explicitly states 'Microsoft'.,True,"The question asks 'Which company...'. The generated answer 'Microsoft' directly answers this question, which is confirmed by the core information in the reference answer stating 'Microsoft became the company under scrutiny for cloud licensing practices'."
organizations,Johnson & Johnson,Which healthcare conglomerate had a US judge reject its proposed bankruptcy-based settlement aimed at ending mass-tort claims?,Johnson & Johnson,Johnson & Johnson,True,The generated answer explicitly states 'Johnson & Johnson'.,True,The generated answer is identical to the reference answer and correctly identifies the healthcare conglomerate asked in the question.
elections,Tanzania,Which country then saw continued detentions and legal actions tied to post-election dissent or challenges?,Tanzania saw continued detentions and legal actions tied to post-election dissent or challenges after the vote.,"After the vote, Tanzania saw continued legal actions tied to dissent. The post-election environment remained tightly controlled.",True,The generated answer explicitly mentions 'Tanzania'.,False,"The generated answer mentions 'continued detentions and legal actions', while the reference answer explicitly states only 'continued legal actions tied to dissent' in its main clause. Although the reference also mentions 'tightly controlled' environment, it doesn't explicitly state 'detentions' as a core piece of information. The generated answer therefore adds information ('detentions') not explicitly present in the reference."
sanctions,European Commission,Which executive institution publicly highlighted the adoption of another package that expanded restrictions and updated listings as part of ongoing measures?,"In this step, the European Commission publicly highlighted the adoption of another package that expanded restrictions and updated listings as part of ongoing measures. It emphasized the need for continued vigilance and cooperation to address the evolving threat, in the updated steps.",A public update from the European Commission underscored the expanded restrictions.,True,The generated answer explicitly mentions 'European Commission'.,True,"The generated answer conveys the core information that the European Commission publicly highlighted expanded restrictions, which aligns with the reference answer's 'A public update from the European Commission underscored the expanded restrictions'."
cities,Philadelphia,In which city did driverless taxi service become a headline topic as autonomous vehicles expanded into new markets?,Philadelphia was the city involved.,Philadelphia was the city involved.,True,The answer explicitly mentions 'Philadelphia'.,True,"The generated answer is identical to the reference answer, conveying the same core information."
sports teams,Juventus,"Which club began the summer global tournament with a 5-0 win, as young attackers dominated the opener?","The opener was Juventus, with a 5-0 win.","The club that opened with a 5-0 win was Juventus, according to the match report.",True,The entity 'Juventus' is explicitly mentioned in the generated answer.,True,"Both the generated and reference answers convey the core information that Juventus was the club that began with a 5-0 win, directly answering the question."
elections,Singapore,In which place did voters cite everyday costs as a central concern as they headed to the ballot box?,Voter concerns in Singapore centered on everyday costs.,Voter worries in Singapore centered on everyday costs.,True,The entity 'Singapore' is explicitly mentioned in the generated answer.,True,"The generated answer conveys the same core information as the reference. The only difference is 'concerns' versus 'worries', which are synonymous in this context."
sanctions,Australian Sanctions Office,"Which sanctions administrator introduced a new autonomous sanctions framework for a country-specific situation, expanding available tools?","Australian Sanctions Office introduced a new autonomous sanctions framework for a country-specific situation, expanding available tools.",Australian Sanctions Office introduced the framework.,True,The generated answer explicitly mentions 'Australian Sanctions Office'.,True,"Both the generated and reference answers correctly identify 'Australian Sanctions Office' as the entity that introduced the framework. The generated answer includes more detail from the original question, but this does not contradict or alter the core information conveyed by the reference answer."
laws,Carbon Border Adjustment Mechanism (CBAM),Which EU carbon border framework was strengthened by proposals targeting loopholes and circumvention risks to protect the integrity of the levy?,"With the proposal, Carbon Border Adjustment Mechanism (CBAM) was strengthened to address loopholes and circumvention risks. The proposal aimed to protect the integrity of the levy by setting a clear and transparent framework.","With anti-circumvention measures, Carbon Border Adjustment Mechanism (CBAM) was strengthened to address potential loopholes. The proposal targeted practices that could shift emissions-intensive production outside the scope of the levy.",True,The generated answer explicitly mentions 'Carbon Border Adjustment Mechanism (CBAM)'.,True,"The generated answer correctly identifies CBAM as being strengthened to address loopholes and circumvention risks and protect the integrity of the levy, which aligns with the core information provided in the reference answer."
products,Mounjaro,Which tirzepatide brand had an NHS England rollout starting in March 2025 through specialist services?,Mounjaro had an NHS England rollout starting in March 2025 through specialist services.,Mounjaro had an NHS England rollout starting in March 2025 through specialist services.,True,The generated answer explicitly mentions 'Mounjaro'.,True,The generated answer is identical to the reference answer and conveys all the same core information.
organizations,IBM,Which enterprise software company raised its full-year cash-flow outlook after reporting stronger software demand in its quarterly results?,"The company raising its full-year cash-flow outlook was IBM, according to its quarterly report.","In the quarterly report, IBM raised its full-year cash-flow outlook after stronger software demand. The company also pointed to ongoing client spending on hybrid cloud and AI-related projects.",True,The answer explicitly mentions 'IBM'.,False,"The generated answer identifies IBM and that it raised its full-year cash-flow outlook, but it omits the reason provided in the question and reference: 'after reporting stronger software demand'."
companies,Netflix,Which company streamed a pair of live pro-football games that set new highs for concurrent viewers on its platform?,"The company that streamed a pair of live pro-football games setting new highs for concurrent viewers was Netflix, during the NFL season.","In a live sports test, Netflix streamed a pair of pro-football games that set new highs for concurrent viewers. The event provided a data point on scaling live delivery and advertiser demand during peak usage.",True,The generated answer explicitly names 'Netflix'.,True,"The generated answer correctly identifies Netflix as the company that streamed the games and set new highs for concurrent viewers, matching the core information provided in the reference answer."
politicians,Recep Tayyip Erdogan,Which leader sought a high-profile mediator role on multiple conflicts while facing domestic political strain?,"Recep Tayyip Erdogan, the Turkish president, sought a high-profile mediator role in various conflicts while facing domestic political strain.",Recep Tayyip Erdogan cultivated a global mediator image.,True,The generated answer explicitly mentions 'Recep Tayyip Erdogan'.,True,"The generated answer states that Recep Tayyip Erdogan 'sought a high-profile mediator role', which conveys the same core information as the reference's 'cultivated a global mediator image'. The generated answer also includes the additional context from the question regarding 'multiple conflicts' and 'domestic political strain', making it a comprehensive and correct response based on the reference's underlying truth."
