category,word,question,generated,expected
movies,Shōgun,Which series won the drama-series prize at that writers’ guild ceremony?,Shōgun won the drama-series prize at the writers’ guild ceremony. The ceremony was won in 1990.,Shōgun
cybersecurity,Palo Alto Networks,"Which company, in a later 2025 update, addressed an additional vulnerability that could enable privilege escalation in certain deployments?",The later 2025 update from Palo Alto Networks addressed an additional vulnerability that could enable privilege escalation in certain deployments.,The later update from Palo Alto Networks addressed the escalation risk quickly.
cities,Austin,A city’s voters rejected a proposed tax increase intended to fund homeless services; which city was it?,"The rejected tax proposal was reported in Austin, according to coverage.","The rejected tax proposal was reported in Austin, according to coverage."
sanctions,Russia,"Which country was hit by a major package that added many individuals, entities, and vessels to constrain maritime operations used for sanctions evasion?","Russia was hit by a major package targeting maritime operations used for sanctions evasion. The package added many individuals, entities, and vessels to the list. It aimed to disrupt and constrain their ability to move goods and resources, as part of the ongoing economic sanctions response.","A major package targeting Russia added many individuals, entities, and vessels."
countries,Singapore,Which country’s opposition leader was found guilty of lying to parliament but avoided losing his seat due to a fine-based sentence?,Singapore,Singapore
sports teams,Arsenal,Which club secured a tight late-season home league win to keep pressure on the leaders?,Arsenal secured a tight late-season home league win to keep pressure on the leaders.,"The three points went to Arsenal, in a narrow home win."
celebrities,Jennifer Lopez,Which performer premiered a new film musical at a major U.S. festival?,Jennifer Lopez premiered a film musical at the festival.,Jennifer Lopez debuted a film musical at the festival.
elections,Albania,In which country did international observers cite concerns while still describing the election as broadly competitive?,Post-election observations in Albania cited concerns while describing the process as broadly competitive.,"In observer assessments, Albania drew concerns alongside competitive elements. Observers highlighted both procedural issues and genuine contestation."
sanctions,European Commission,"Which executive institution presented and communicated a major sanctions package adopted by members, emphasizing enforcement and anti-circumvention priorities?",European Commission,European Commission
products,GPT-5,Which model family had a system card or technical report published alongside its 2025 introduction?,"In the launch materials, GPT-5 shipped with a system card describing its behavior.","In the launch materials, GPT-5 shipped with a system card describing its behavior."
sports teams,Liverpool,"Which club’s supporters staged large celebrations around the stadium and city center after the title was confirmed, with images spreading worldwide?","The club whose supporters staged large celebrations around the stadium and city center after the title was confirmed was Liverpool, according to the coverage.","In the aftermath of the title confirmation, Liverpool drew enormous crowds to celebrate. Coverage emphasized the scale of the festivities and the club’s connection to the community during the celebrations."
products,Galaxy S25,Which phone family received a mid-2025 security update that addressed messaging-related concerns?,Galaxy S23 received a 2025 security update that addressed messaging-related concerns. The update was distributed as part of the monthly patch cycle and targeted fixes for reported issues.,Galaxy S25 received a 2025 security update that addressed messaging-related concerns. The update was distributed as part of the monthly patch cycle and targeted fixes for reported issues.
celebrities,Max Verstappen,Which racer won the Abu Dhabi season finale and set a new record for career race wins?,"The Abu Dhabi season finale winner was Max Verstappen, setting a new record for career wins. The result capped a dominant season and sealed the championship.","The Abu Dhabi winner was Max Verstappen, setting a new career-wins record. The result capped the season with another statement drive."
celebrities,Caitlin Clark,Which player’s injury news was followed by a sharp drop in secondary-market ticket prices for upcoming games?,"After  Caitlin Clark’s injury, secondary-market ticket prices dropped.",Caitlin Clark’s injury news drove a ticket-price dip.
products,Pixel 10,Which handset series got a December 2025 feature update that organized notifications using AI?,Pixel 7 got a December 2025 feature update that organized notifications using AI. The rollout began with Pixel 7 and 8.,Pixel 10 received a December 2025 feature update that organized notifications using AI. The rollout was phased and the feature appeared in supported regions and languages.
sanctions,Council of the European Union,"Which body enacted the follow-on measures described, including new listings and sector-focused restrictions, as part of a continuing campaign?","In this step, the Council of the European Union enacted the follow-on measures described. It included new listings and sector-focused restrictions as part of a continuing campaign. It also involved the Council of the European Union in the updated measures, alongside the Commission and other stakeholders. The updated measures aimed to address the evolving threat and maintain pressure on relevant parties.","The body that enacted the follow-on measures was the Council of the European Union, as part of the continuing campaign."
celebrities,Shohei Ohtani,Which two-way star was named the league’s most valuable player in the National League at season’s end?,The Shai Gilgeous-Alexander was named the league’s most valuable player in the National League at season’s end.,The National League MVP was Shohei Ohtani at season’s end.
products,Starship,Which launch system completed a 2025 test flight that deployed multiple mock satellites before reentry?,Starship completed a 2025 test flight that deployed mock satellites in orbit and then reentered the atmosphere. The flight was part of the vehicle’s reusability testing process.,Starship completed a 2025 test flight that deployed mock satellites before reentry. Regulators and the company both pointed to the mission sequence as a step in iterative development.
court cases,Harvey Weinstein,"In a New York retrial on sex-crime charges, which defendant began jury selection?",Harvey Weinstein,Harvey Weinstein
politicians,Emmanuel Macron,Which leader urged Europe to block social media access for children under 15 after a high-profile incident?,Emmanuel Macron urged Europe to block social media for under-15s after a high-profile incident.,Emmanuel Macron urged Europe to block social media for under-15s.
products,ChatGPT,Which AI assistant product added a “Projects” feature for organizing work during 2025 updates?,"During 2025 updates, ChatGPT added a Projects feature for organizing work.","During 2025 updates, ChatGPT added a Projects feature for organizing work."
sports teams,Bayern Munich,Which club’s injured young playmaker later said there was no one to blame after a serious collision in a global tournament match?,"After the collision, the player’s club defended and the player took responsibility while also acknowledging the challenge was fair. The incident was not explicitly framed as a tackle gone wrong, with the player’s body position and movement contributing to the contact.","After the injury incident, Bayern Munich was the club addressing the fallout in public comments. The player’s message stressed perspective and recovery, while the squad prepared for the next stage of the season."
celebrities,Drake,Which rapper filed a defamation lawsuit alleging a rival diss track was promoted through improper tactics?,Drake,Drake
sanctions,Australian Sanctions Office,"Which sanctions administrator amended a country framework linked to a prolonged conflict, updating provisions and administrative settings?","In this episode, the Australian Financial Reporting Authority amended a country framework linked to a prolonged conflict. It updated provisions and administrative settings to align with new risk priorities.","In this episode, the Australian Sanctions Office amended a country framework linked to a prolonged conflict. It updated provisions to align listings and prohibitions with current policy settings, under the framework."
court cases,Live Nation,"In the ongoing antitrust case, when a court ruling kept the government’s core allegations moving forward, which company remained the primary defendant?","In the ongoing antitrust case, Live Nation was the primary defendant. The ruling kept the government’s core allegations moving forward and maintained the company as a key target of investigation.","In the antitrust proceedings, Live Nation was the primary defendant that remained in the case. The litigation continued with the company facing claims that required further adjudication rather than early dismissal."
countries,Philippines,In which country did a maritime dispute with a regional power dominate election rallies and voter messaging ahead of midterm polls?,Philippines,Philippines saw a maritime dispute with a regional power dominate election rallies and voter messaging.
laws,Endangered Species Act,Under which U.S. conservation statute did agencies publish proposed rules in the Federal Register revisiting listing and protection mechanics?,"Proposed rules were published under the Endangered Species Act, the agency said.",Proposed rules were published under Endangered Species Act authorities.
court cases,OpenAI,"When the preservation requirements in that copyright case were later described as having ended, which company said the obligations had concluded?","The company stating the obligations had concluded was OpenAI, according to its lawyer in the case.","In that update, OpenAI was the company stating the obligations had concluded."
products,Boeing 737 MAX,Which jet family was repeatedly cited in 2025 output updates as the manufacturer worked to stabilize production?,"Boeing 737 MAX was repeatedly cited in 2025 output updates as the manufacturer worked to stabilize production, per news reports and company statements. Those updates highlighted ongoing quality and supply chain challenges.",Boeing 737 MAX was repeatedly cited in 2025 updates about production stabilization and output targets. Those updates framed delivery performance and factory pace as key milestones for the year.
court cases,Microsoft,"In appellate litigation over a major acquisition challenge, which company benefited when the appeals court rejected the regulator’s position?",Microsoft,Microsoft
countries,Israel,"In which country did the supreme court block an effort to remove the attorney general, marking a major check on the executive?","The Supreme Court blocked an effort to remove the attorney general in Israel, marking a major check on the executive. The ruling centered on the removal of Attorney General Avichai Mandelblit.","The supreme court in Israel blocked an effort to remove the attorney general, reinforcing a major check on the executive. The ruling sharpened tensions over institutional independence and governance norms."
celebrities,Max Verstappen,Which reigning champion was at the center of paddock speculation after a senior team adviser voiced concerns?,"Max Verstappen drew fresh paddock speculation. The adviser was Toto Wolff, pointing to team dynamics and strategy.",Max Verstappen drew fresh paddock speculation.
celebrities,Selena Gomez,Which performer released a second single from her collaborative album that arrived before the full project?,Selena Gomez released a second single ahead of the album. The track was part of the collaborative project.,Selena Gomez put out a second single ahead of the album. The track added momentum to the release campaign.
cybersecurity,Google,Which company pushed an emergency browser update after a sandbox-escape bug was reported as being used in targeted espionage?,Google pushed an emergency browser update.,Google
cybersecurity,Palo Alto Networks,Which company released patches after an authentication-bypass vulnerability in security appliances was reported as exploited in the wild?,Palo Alto Networks,Palo Alto Networks
sports teams,Paris Saint-Germain,"Which club responded to that setback by winning its next group match and advancing, keeping its global tournament hopes intact?","In the response phase, the match result was not specified. A quick win was framed as a positive, but the opponent was not named.","In the response win, Paris Saint-Germain took three points and moved on. Reports described the performance as controlled and more pragmatic, with the team prioritizing defensive security after the earlier loss."
companies,Alphabet,Which company filed arguments over proposed antitrust remedies after a court found unlawful conduct in a core digital market?,"In the remedies phase after an antitrust decision, the company involved often argues over the proposed fixes. The process involves assessing whether the proposed remedies are effective and proportionate.","The company disputing proposed antitrust remedies after an unlawful-conduct finding was Alphabet, the parent company involved."
sanctions,Office of Financial Sanctions Implementation (OFSI),Which enforcement authority imposed the penalty described for failures to comply with restrictions on transactions involving sanctioned jurisdictions?,Office of Financial Sanctions Implementation (OFSI) imposed the penalty described for failures to comply with restrictions on transactions involving sanctioned jurisdictions.,"The penalty described was imposed by the Office of Financial Sanctions Implementation (OFSI), under its enforcement powers."
politicians,Kim Jong Un,Which leader appeared in state media coverage with his daughter at public events linked to national projects?,State media featured Kim Jong Un alongside his daughter at public events tied to national projects.,State media highlighted Kim Jong Un alongside his daughter at public events.
elections,Ecuador,Where were heightened security measures emphasized around polling amid ongoing violence concerns?,Security measures were heightened in Ecuador amid violence concerns.,Security measures in Ecuador were heightened around polling.
cybersecurity,Operation Endgame,Which multinational cybercrime crackdown in 2025 also coincided with charges against operators of an infostealer and banking-malware service?,Operation Endgame coincided with charges against operators of an infostealer and banking-malware service.,Operation Endgame coincided with the charges.
movies,97th Academy Awards,Which ceremony honored Zoe Saldaña with the supporting-actress prize for “Emilia Pérez”?,97th Academy Awards,"At 97th Academy Awards, Zoe Saldaña received the supporting-actress prize for “Emilia Pérez” in Hollywood. The same winners list also included “Anora” for Best Picture as well."
countries,Japan,Which country opened a world exposition aimed at showcasing future technology and sustainability at a newly built waterfront venue?,"The country that opened a world exposition aimed at showcasing future technology and sustainability was Japan. The event was themed around a vision of a sustainable city and featured a newly built waterfront venue. The exposition was called Expo 2005, also known as Expo 2005 Aichi, Japan.",Japan
elections,Singapore,Where did a post-election cabinet reshuffle keep many senior ministers in place while adjusting portfolios after the mandate?,"After the mandate in Singapore, the post-election cabinet reshuffle kept many senior ministers in place while adjusting portfolios. The reshuffle was framed as a renewal of the leadership team rather than a wholesale overhaul.","After the mandate, Singapore kept many senior ministers in place through a reshuffle. The changes were framed as continuity with selective updates."
elections,Philippines,Which country’s president ordered an investigation after officials warned of possible foreign interference in upcoming elections?,Philippines,Philippines
companies,Microsoft,Which company issued emergency guidance after attackers exploited a widely used enterprise server product?,"The emergency guidance came from Microsoft, citing an attack that exploited a widely used enterprise server product.",Emergency guidance from Microsoft addressed attacks exploiting a widely used enterprise server product.
movies,36th Annual Producers Guild Awards,Which producers’ guild ceremony presented a Trailblazer Award jointly to Lynda Obst and Paula Weinstein?,"At 2024, the question could be referring to the Producers Guild Awards from various guilds. The wording of the question also mentions a Trailblazer Award in the context.",36th Annual Producers Guild Awards
sanctions,United States,Which country issued measures aimed at curbing a sanctioned state’s oil revenue streams by tightening restrictions around shipping and facilitators?,United States,"The measures aimed at curbing oil revenue were issued by the United States, under the updated restrictions."
court cases,Stability AI,"In case-management directions about sampling and evidence in a U.K. copyright dispute, which company was the AI defendant?","In the case of sampling and evidence, Stability AI received case-management directions.",Stability AI received case-management directions on sampling evidence.
court cases,Microsoft,"In later filings about compliance with that preservation directive, which company remained part of the case as it moved forward?","The preservation directive you mentioned refers to a court order requiring parties to preserve evidence. Without more context, it's difficult to determine which company remained part of the case.","In the preservation compliance phase, Microsoft was a defendant as the case advanced."
politicians,Benjamin Netanyahu,Which leader said a military operation targeted a nuclear threat after strikes escalated a regional crisis?,Benjamin Netanyahu said a military operation targeted a nuclear threat after strikes escalated a regional crisis.,Benjamin Netanyahu said the operation targeted a nuclear threat.
laws,Clean Air Act,Which U.S. air-pollution framework was cited when the environmental agency extended compliance deadlines for major methane controls in the oil-and-gas sector?,"In the deadline extension, the Clean Air Act was the legal basis cited for the policy change.","In the deadline extension, the Clean Air Act was the statutory basis for the methane-rule implementation schedule. The agency said the change was intended to provide additional time for regulated entities to meet requirements."
cybersecurity,Citrix,Which company released fixes after a newly disclosed appliance flaw was added to high-priority remediation lists due to exploitation risk?,Citrix released fixes.,Citrix released fixes.
sports teams,Atlético Madrid,Which club agreed to sell a majority stake in 2025 to a U.S. private-equity firm in a deal reported as a major ownership shift?,Atlético Madrid,Atlético Madrid
organizations,Exxon Mobil,Which energy producer saw the US Supreme Court decline to hear its appeal of an air-pollution penalty tied to a Texas facility?,Exxon Mobil,Exxon Mobil
movies,International Film Festival Rotterdam 2025,Which festival awarded a Special Jury Award to “L’arbre de l’authenticité”?,"At International Film Festival Rotterdam 2025, a Special Jury Award went to “L’arbre de l’authenticité” in the Tiger Awards 2025.","In the lineup, International Film Festival Rotterdam 2025 awarded a Special Jury Award to “L’arbre de l’authenticité” that year."
court cases,Harvey Weinstein,"After jurors returned a split outcome that included at least one conviction and at least one acquittal, which defendant received that partial verdict?","In the trial, Harvey Weinstein was the defendant with a split verdict. The jury convicted Weinstein on two counts and acquitted on three.","In the split verdict, Harvey Weinstein was the defendant convicted on one count and acquitted on another. The jury’s decision did not resolve every charge, leaving the case partly unsettled at that moment."
court cases,Boeing,"When victims’ relatives appealed seeking to revive the dismissed criminal case, which company became the target of that appeal?","The target of the appeal was Boeing, the manufacturer.","In the appeal, Boeing was the company facing renewed litigation pressure. The families asked the appellate court to undo the dismissal and reopen the criminal prosecution path."
celebrities,Kim Kardashian,Which actor was featured in a first-look release for an upcoming legal drama series from a major TV creator?,A first look was released featuring Kim Kardashian in the legal drama series.,A first-look release featured Kim Kardashian in the legal drama.
organizations,Nvidia,Which chipmaker delivered quarterly results that beat forecasts while investors weighed the impact of US export limits on future sales?,The quarterly results from Nvidia beat forecasts.,"In the quarterly release, Nvidia beat forecasts while investors assessed the impact of export limits. The company also discussed product mix shifts and supply constraints during the period."
laws,Federal Trade Commission Act,Under which U.S. consumer-protection law did a federal appeals court block a subscription-related rule tied to agency authority and procedure?,The Federal Trade Commission Act was the basis for the ruling.,A court block occurred under Federal Trade Commission Act rulemaking constraints.
countries,Poland,In which country did the prime minister announce border crossings with the same neighboring state would reopen after the temporary closure?,The prime minister of Poland announced border crossings with the same neighboring state would reopen after the temporary closure.,The prime minister in Poland announced border crossings with the neighboring state would reopen after the temporary closure. The decision aimed to ease disruption while maintaining heightened monitoring at the frontier.
cities,"Washington, D.C.","A city saw patrols, encampment clearances, and highly visible enforcement activity described as reshaping daily life; which city was it?","The day-to-day disruptions described were reported in Washington, D.C., according to local coverage.","The day-to-day disruptions described were reported in Washington, D.C., according to local coverage."
countries,Brazil,In which country did celebrations follow a Golden Globes acting win that was widely described as historic at home?,Brazil celebrated a Golden Globes acting win described as historic at home.,Brazil saw celebrations after a Golden Globes acting win described as historic at home.
sports teams,Napoli,"Which club’s European campaign took a hit after a 2-0 away defeat, tightening the qualification picture?","The setback involved Napoli, as a 2-0 away loss in Europe tightened the European Qualifying picture.","The setback involved Napoli, after a 2-0 away loss in Europe."
cities,San Francisco,Which city saw large demonstrations tied to a nationwide political movement?,San Francisco,"In 2025, San Francisco became the setting for it."
organizations,Intel,Which chipmaker forecast a larger-than-expected quarterly loss as it continued an expensive turnaround plan?,"The chipmaker that forecast a larger-than-expected quarterly loss was Intel, in its quarterly update.",Intel forecast the larger loss.
politicians,Justin Trudeau,Which Canadian political leader announced he would step down once his party selected a replacement?,Justin Trudeau,Justin Trudeau
politicians,Marine Le Pen,Which politician’s party declined outside political help and said it would handle the legal fight alone?,"Marine Le Pen, the leader of the French far-right party National Rally, declined an offer of help from Viktor Orban.","In response to outside overtures, Marine Le Pen rejected an offer of support and said her movement would handle matters itself. The episode showed her legal troubles reverberating beyond national borders."
companies,Microsoft,Which company became the subject of a European Commission antitrust investigation focused on cloud licensing practices?,Microsoft,"In a European Commission investigation, Microsoft became the company under scrutiny for cloud licensing practices. The probe examined whether licensing terms could disadvantage rivals in the cloud market."
organizations,Johnson & Johnson,Which healthcare conglomerate had a US judge reject its proposed bankruptcy-based settlement aimed at ending mass-tort claims?,Johnson & Johnson,Johnson & Johnson
elections,Tanzania,Which country then saw continued detentions and legal actions tied to post-election dissent or challenges?,Tanzania saw continued detentions and legal actions tied to post-election dissent or challenges after the vote.,"After the vote, Tanzania saw continued legal actions tied to dissent. The post-election environment remained tightly controlled."
sanctions,European Commission,Which executive institution publicly highlighted the adoption of another package that expanded restrictions and updated listings as part of ongoing measures?,"In this step, the European Commission publicly highlighted the adoption of another package that expanded restrictions and updated listings as part of ongoing measures. It emphasized the need for continued vigilance and cooperation to address the evolving threat, in the updated steps.",A public update from the European Commission underscored the expanded restrictions.
cities,Philadelphia,In which city did driverless taxi service become a headline topic as autonomous vehicles expanded into new markets?,Philadelphia was the city involved.,Philadelphia was the city involved.
sports teams,Juventus,"Which club began the summer global tournament with a 5-0 win, as young attackers dominated the opener?","The opener was Juventus, with a 5-0 win.","The club that opened with a 5-0 win was Juventus, according to the match report."
elections,Singapore,In which place did voters cite everyday costs as a central concern as they headed to the ballot box?,Voter concerns in Singapore centered on everyday costs.,Voter worries in Singapore centered on everyday costs.
sanctions,Australian Sanctions Office,"Which sanctions administrator introduced a new autonomous sanctions framework for a country-specific situation, expanding available tools?","Australian Sanctions Office introduced a new autonomous sanctions framework for a country-specific situation, expanding available tools.",Australian Sanctions Office introduced the framework.
laws,Carbon Border Adjustment Mechanism (CBAM),Which EU carbon border framework was strengthened by proposals targeting loopholes and circumvention risks to protect the integrity of the levy?,"With the proposal, Carbon Border Adjustment Mechanism (CBAM) was strengthened to address loopholes and circumvention risks. The proposal aimed to protect the integrity of the levy by setting a clear and transparent framework.","With anti-circumvention measures, Carbon Border Adjustment Mechanism (CBAM) was strengthened to address potential loopholes. The proposal targeted practices that could shift emissions-intensive production outside the scope of the levy."
products,Mounjaro,Which tirzepatide brand had an NHS England rollout starting in March 2025 through specialist services?,Mounjaro had an NHS England rollout starting in March 2025 through specialist services.,Mounjaro had an NHS England rollout starting in March 2025 through specialist services.
organizations,IBM,Which enterprise software company raised its full-year cash-flow outlook after reporting stronger software demand in its quarterly results?,"The company raising its full-year cash-flow outlook was IBM, according to its quarterly report.","In the quarterly report, IBM raised its full-year cash-flow outlook after stronger software demand. The company also pointed to ongoing client spending on hybrid cloud and AI-related projects."
companies,Netflix,Which company streamed a pair of live pro-football games that set new highs for concurrent viewers on its platform?,"The company that streamed a pair of live pro-football games setting new highs for concurrent viewers was Netflix, during the NFL season.","In a live sports test, Netflix streamed a pair of pro-football games that set new highs for concurrent viewers. The event provided a data point on scaling live delivery and advertiser demand during peak usage."
politicians,Recep Tayyip Erdogan,Which leader sought a high-profile mediator role on multiple conflicts while facing domestic political strain?,"Recep Tayyip Erdogan, the Turkish president, sought a high-profile mediator role in various conflicts while facing domestic political strain.",Recep Tayyip Erdogan cultivated a global mediator image.
laws,Corporate Sustainability Reporting Directive (CSRD),"Which EU sustainability-reporting regime was at issue when lawmakers voted to “stop the clock,” delaying phased-in reporting timelines?",Corporate Sustainability Reporting Directive (CSRD) was at issue when lawmakers voted to delay phased-in reporting timelines.,Corporate Sustainability Reporting Directive (CSRD) faced a timeline delay vote.
movies,36th Annual Producers Guild Awards,Which producers’ guild ceremony honored “The Wild Robot” with the animated-theatrical producer prize?,"At 36th Annual Producers Guild Awards, the animated-theatrical prize went to “The Wilds” was not the winner but the animated prize went to 32nd Producers Guild Awards as well and also to 33rd Producers Guild Awards as well in a tie. The winner also was a tie at the 36th Producers Guild Awards as well.","At the guild event, 36th Annual Producers Guild Awards honored “The Wild Robot” with the animated-theatrical prize that year."
cities,Boulder,Which city’s major college team was described as finishing with a disappointing record and missing postseason play?,The reporting set the tone around the season with high expectations and a strong roster. It also noted that the team had gone through a coaching change before the season.,Coverage tied the disappointing season to Boulder and highlighted how it shaped local sports mood. The write-up emphasized the contrast between hype and results.
laws,EU Data Act,"Under which EU data regime did the Commission publish an updated FAQ version expanding guidance on cloud switching, edge processing, and contract fairness?",EU Data Act,"In the updated guidance, the EU Data Act was clarified through new FAQ sections on cloud switching and data sharing. The Commission expanded explanations to reduce ambiguity for implementers."
countries,Mexico,"In which country did authorities transfer or extradite multiple cartel-linked suspects to a neighboring jurisdiction, citing major security cases?","Mexico transferred or extradited multiple cartel-linked suspects to the United States, citing major security cases. The US had sought the suspects on organized-crime charges.","Mexico transferred multiple cartel-linked suspects to a neighboring jurisdiction, citing major security cases."
products,Zepbound,Which weight-loss injection was tied to 2025 discussion about limits on compounded versions following regulatory and legal actions?,"The weight-loss injection linked to 2025 debate over compounded versions was Zepbound, as in Zepbound.","The weight-loss injection linked to 2025 debate over compounded versions was Zepbound, as described in coverage of regulatory and legal actions."
companies,Intel,Which company agreed to sell a majority stake in its programmable-chip unit while keeping a minority interest?,Intel agreed to sell a majority stake in its programmable-chip unit while keeping a minority interest.,Intel agreed to sell a majority stake in its programmable-chip unit while keeping a minority interest.
court cases,Meta,"In an appeals-court proceeding scrutinizing whether a major privacy settlement was fair to users, which company’s deal was under review?",Meta,Meta
laws,General Data Protection Regulation,Under which EU privacy framework did the top court clarify what “meaningful information” about automated decision-making may require in certain disputes?,"The relevant privacy framework is the General Data Protection Regulation, as amended. The court in question is the Court of Justice of the European Union.",General Data Protection Regulation
companies,Uber,Which mobility and delivery platform unveiled a $20 billion share buyback plan alongside upbeat booking forecasts?,Uber,Uber
court cases,X Corp,"When multiple lawsuits in the company’s broader legal portfolio ended through dismissals or settlements, which company was consistently the named party across those filings?","Across those case endings, X Corp was the named party in several dismissals and settlements. The cases resolved in its favor or against the company at various stages of litigation.","Across those case endings, X Corp was the named party that closed out several disputes. The resolutions included negotiated settlements and voluntary dismissals that terminated the litigation paths."
laws,Carbon Border Adjustment Mechanism (CBAM),"Under which EU carbon border levy did the Commission propose simplifications, including a higher exemption threshold for smaller importers?",Carbon Border Adjustment Mechanism (CBAM),Carbon Border Adjustment Mechanism (CBAM)
sports teams,Atlético Madrid,"Which club was held scoreless in a league match that ended 0-0, with both sides canceling each other out?","In a scoreless draw, both teams were scoreless. The match ended 0-0, with neither side able to find the net.","In that goalless league draw, Atlético Madrid shared the points. The report emphasized the lack of cutting edge from both teams and a match that never opened up."
cities,Boulder,Which city’s county government was reported to implement layoffs and staffing reductions amid budget strain?,"In 2025, Boulder became the setting for it.","In 2025, Boulder became the setting for it."
elections,Philippines,"In which country did an unofficial midterm tally suggest the sitting president’s allies were competitive for key seats, amid a fierce political feud?","In the unofficial midterm tally, the Philippines saw the president’s allies competitive for key seats amid a fierce political feud.","In the unofficial midterm tally, the Philippines showed the president’s allies competitive for key seats. The vote was widely read through an internal power struggle."
court cases,Epic Games,"After that appellate ruling, which company saw the court decline to pause an injunction while further review was sought?",Epic Games saw the court decline to pause an injunction while further review was sought.,Epic Games saw the injunction remain in effect after the court refused a pause.
companies,Samsung Electronics,Which company reported third-quarter results while warning that a slower recovery in some chip segments could pressure near-term margins?,"In its third-quarter report, Samsung Electronics warned that a slower recovery in memory chips could pressure near-term margins. The company also said memory prices were stabilizing but still below historical levels.","In its third-quarter report, Samsung Electronics warned that a slower recovery in some chip segments could pressure near-term margins. The company said it would prioritize high-value products and capacity discipline going forward."
products,iPhone 17,Which handset line expanded its launch availability to additional countries one week after the first wave in 2025?,iPhone 17 was released in a first wave of countries. The following week saw the expansion to more countries.,iPhone 17 was later released in a second wave of countries after the initial launch. The company described the expansion as a follow-on rollout to more regions.
companies,Netflix,Which company reported first-quarter results and discussed drivers of subscriber additions across regions?,"In your subscriber-addition update, Netflix reported first-quarter results and discussed drivers of subscriber additions across regions.",Netflix reported first-quarter results and discussed drivers of subscriber additions across regions.
organizations,Johnson & Johnson,Which healthcare conglomerate reported quarterly results and raised its forecast for the year on stronger drug sales?,Johnson & Johnson raised its forecast on stronger drug sales.,Johnson & Johnson raised its forecast.
products,GPT-5,Which frontier model family was introduced in August 2025 as a new flagship by a leading AI lab?,"GPT-5 was launched as a flagship model in 2023, but the flagship model family introduced in August 2025 was ChaLM-One.",GPT-5
sports teams,Arsenal,Which club was eliminated from the continental semi-final despite creating chances in the second leg?,Arsenal were eliminated from the continental semi-final despite creating chances in the second leg.,Arsenal were eliminated from the continental semi-final.
countries,Singapore,In which country did lawmakers propose tougher criminal penalties that could mandate caning for scammers and certain accomplices?,Singapore proposed tougher criminal penalties that included caning for scammers and certain accomplices. The changes were framed as a response to rising scams and economic crime.,Lawmakers in Singapore proposed tougher criminal penalties that could mandate caning for scammers and certain accomplices. The proposal was framed as a response to the scale of fraud losses and repeat offenders.
movies,31st Screen Actors Guild Awards,Which guild ceremony awarded Kieran Culkin the supporting-actor film prize for “A Real Pain”?,31st Screen Actors Guild Awards,The supporting-actor film prize described in the question was awarded at 31st Screen Actors Guild Awards during the event.
politicians,Viktor Orban,Which leader moved to keep Russian energy flowing despite sanctions and tightening restrictions?,Viktor Orban moved to keep Russian energy flowing despite sanctions and tightening restrictions.,Viktor Orban moved to keep Russian energy flowing despite sanctions.
elections,Albania,Which country’s electoral authorities proceeded to finalize and certify results despite political disputes about the count?,"Despite disputes, Albania certified results.","Despite disputes, Albania proceeded to finalize and certify results. The certification locked in seat allocations for the next term."
movies,41st Sundance Film Festival,Which festival awarded the world-cinema dramatic grand jury prize to “Sabar Bonda”?,The festival awarded the world-cinema dramatic grand jury prize to “Sabar Bonda” in it was 2023.,The world-cinema dramatic grand jury prize in the question was awarded at 41st Sundance Film Festival in the lineup.
organizations,BlackRock,Which asset manager reported quarterly results that showed record assets under management as markets rose?,BlackRock reported record assets under management as the market rose.,BlackRock reported record assets.
court cases,Johnson & Johnson,"In litigation over a proposed mass-tort resolution using bankruptcy, which company had its latest plan rejected by a judge?",Johnson & Johnson,Johnson & Johnson
movies,36th Annual Producers Guild Awards,Which producers’ guild ceremony honored “The Greatest Night in Pop” with the televised-or-streamed motion picture producer prize?,"At 36th Annual Producers Guild Awards, the televised-or-streamed motion picture prize was awarded to “The Greatest Night in Pop” in the slate. The event also recognized the top producers in film and television overall.","At 36th Annual Producers Guild Awards, the televised-or-streamed motion picture producer prize went to “The Greatest Night in Pop” in the slate. The guild also highlighted a Trailblazer Award for Lynda Obst and Paula Weinstein there."
movies,82nd Venice International Film Festival,Which festival honored Benny Safdie with a best-director award for “The Smashing Machine”?,82nd Venice International Film Festival,The best-director award referenced in the question was presented at 82nd Venice International Film Festival in the results.
celebrities,Taylor Swift,Which singer announced a brand-new studio album and revealed its release date later in the year?,Taylor Swift was reported to have a new album out.,Taylor Swift announced a new studio album.
sports teams,Manchester City,Which club scored five times in a statement win over a European opponent during the group stage of a summer global tournament?,"The club that scored five in that group-stage win was Manchester City, but it’s hard to confirm the opponent and the tournament without more context.","In that group-stage rout, Manchester City scored five and controlled the match. The performance was framed as a warning that the club was building momentum as the knockout rounds approached."
companies,ExxonMobil,Which company announced the date and format for releasing its second-quarter financial results and hosting an earnings call?,"The company announcing the date and format for releasing its second-quarter financial results was Exxon Mobil, according to the filing.",ExxonMobil announced the date and format for releasing its second-quarter financial results.
organizations,JPMorgan Chase,Which bank reported quarterly results that beat expectations while it increased provisions for potential loan losses?,The quarterly update from JPMorgan Chase beat expectations while increasing loan-loss reserves.,The quarterly report from JPMorgan Chase increased provisions for loan losses.
politicians,Xi Jinping,Which leader opened a major national political meeting by emphasizing economic targets and policy priorities?,Xi Jinping,Xi Jinping
