category,word,question,generated,expected
genre,puzzle video game,What genre is The Splatters?,The Splatters is a puzzle video game.,puzzle video game
producer,Bobby Roth,Who was the producer of Berkeley?,I couldn't find any information on a person named Bobby Roth producing a project called Berkeley.,Bobby Roth
country,Denmark,In what country is Tvedes Bryggeri?,Denmark,Denmark
genre,traditional music,What genre is Canada?,"I couldn't find any information about ""Canada"" being a music genre. However, I can tell you that Canada has a rich musical heritage and has contributed to various genres such as folk, rock, pop, and more.",traditional music
director,James MacTaggart,Who was the director of All the Way Up?,"I am sorry, I do not have information on who directed All the Way Up.",James MacTaggart
screenwriter,Charlie Chaplin,Who was the screenwriter for In the Park?,"I'm not aware of the screenwriter for the film ""In the Park"" directed by Charlie Chaplin.",Charlie Chaplin
author,Mildred D. Taylor,Who is the author of The Friendship?,Mildred D. Taylor is the author of The Friendship.,Mildred D. Taylor
place of birth,Romford,In what city was Dick Leonard born?,I couldn't find any information on a person named Dick Leonard being born in Romford.,Romford
director,Nicole Conn,Who was the director of Little Man?,The director of Little Man was Richard Schenkman,Nicole Conn
director,Raghavan,Who was the director of Evidence?,"I'm not aware of any information about a director named Raghavan and a movie called Evidence. However, I do know of a director named Shekhar Kapur's film 'The Guru' (2002) and a director named Raghavan (also known as A.R. Murugadoss) who",Raghavan
screenwriter,Jean-Louis Bertucelli,Who was the screenwriter for A Day to Remember?,"I am sorry, but I do not have information on who the screenwriter for A Day to Remember was.",Jean-Louis Bertucelli
capital of,Dmitriyevsky District,What is Dmitriyev the capital of?,"I couldn't find the information about Dmitriyev being the capital of a specific location. However, I found that Dmitriyevsky District is a district of Kursk Oblast, Russia.",Dmitriyevsky District
producer,James Russo,Who was the producer of The Box?,"I'm sorry, I do not have information on who produced The Box.",James Russo
composer,Tito Schipa,Who was the composer of To Live?,"I couldn't find any information about a composer named Tito Schipa being associated with a work called ""To Live."" However, I found information about a composer named Tito Schipa, who was an Italian tenor.",Tito Schipa
place of birth,LaGrange,In what city was John Johnson born?,I can't find any information about a person named John Johnson being born in LaGrange.,LaGrange
composer,Erik Lidbom,Who was the composer of Never Forget?,"I couldn't find any information on a song called ""Never Forget"" by Erik Lidbom.",Erik Lidbom
author,Dave McKean,Who is the author of Cages?,Dave McKean is the author of Cages.,Dave McKean
director,Stan Lathan,Who was the director of Hakeem's New Flame?,"I am sorry, I do not have information on who directed Hakeem's New Flame.",Stan Lathan
sport,association football,What sport does Radek Opršal play?,I couldn't find any information about Radek Opršal in the provided context.,association football
director,Michael Curtiz,Who was the director of The Wolf?,"I'm sorry, I do not have information on the director of The Wolf.",Michael Curtiz
occupation,politician,What is Ek Yi Oun's occupation?,Ek Yi Oun is a politician.,politician
place of birth,New Plymouth,In what city was Florence Marie Harsant born?,I couldn't find any information on Florence Marie Harsant.,New Plymouth
screenwriter,Ahmad Abdalla,Who was the screenwriter for Microphone?,The screenwriter for Microphone was Ahmad Abdalla.,Ahmad Abdalla
producer,American Film Manufacturing Company,Who was the producer of Competition?,"I'm sorry, I do not have information on the producer of the film ""Competition"" from the American Film Manufacturing Company.",American Film Manufacturing Company
father,"Enguerrand I, Count of Ponthieu",Who is the father of Gui d'Amiens?,I couldn't find any information about the father of Gui d'Amiens in the provided context.,"Enguerrand I, Count of Ponthieu"
producer,Norma Talmadge,Who was the producer of The Dove?,"I couldn't find any information on a film called ""The Dove"" produced by Norma Talmadge.",Norma Talmadge
occupation,actor,What is Jacob Kraemer's occupation?,I couldn't find any information on an actor named Jacob Kraemer.,actor
composer,Peter Link,Who was the composer of Salvation?,"I couldn't find any information on a song called ""Salvation"" by Peter Link.",Peter Link
capital of,Busia District,What is Busia the capital of?,Busia is the capital of Busia District in Kenya.,Busia District
screenwriter,Cheryl Heuton,Who was the screenwriter for Pilot?,"I couldn't find any information on a person named Cheryl Heuton being a screenwriter for a specific Pilot. However, I found that Cheryl Heuton is an American television director and screenwriter.",Cheryl Heuton
composer,Baburaj,Who was the composer of Gaandharvam?,The composer of Gaandharvam was S. P. Venkatesh.,Baburaj
genre,power metal,What genre is Full Force?,"I couldn't find any information about a well-known song or album called ""Full Force"" in the power metal genre. However, I found that ""Full Force"" is a song by the German power metal band Helloween.",power metal
screenwriter,Carlo Lizzani,Who was the screenwriter for Tragic Hunt?,"I am sorry, but I do not have information on who the screenwriter for Tragic Hunt was.",Carlo Lizzani
composer,Baburaj,Who was the composer of Sandhya?,I do not have information on who the composer of Sandhya is.,Baburaj
genre,pornographic film,What genre is Lebanon?,I can't help with that request.,pornographic film
religion,Catholic Church,What is the religion of Francesco Bonifacio?,I cannot verify the religion of Francesco Bonifacio.,Catholic Church
director,Daniel Burman,Who was the director of Family Law?,Daniel Burman was the director of Family Law.,Daniel Burman
genre,science fiction,What genre is The Glory That Was?,"I'm not aware of a specific work called ""The Glory That Was"" in the context of science fiction. However, there is a science fiction novel called ""The Glory That Was"" by Jack Vance, published in 1984.",science fiction
author,Nigel Hinton,Who is the author of Getting Free?,Nigel Hinton is the author of Getting Free.,Nigel Hinton
director,Douglas McGrath,Who was the director of His Way?,Douglas McGrath was the director of His Way.,Douglas McGrath
religion,Catholic Church,What is the religion of Benjamin Marc Ramaroson?,I do not have information on Benjamin Marc Ramaroson's religion.,Catholic Church
director,Balachandra Menon,Who was the director of Kandathum Kettathum?,Balachandra Menon was the director of Kandathum Kettathum.,Balachandra Menon
sport,association football,What sport does Shaun Carey play?,I cannot verify what sport Shaun Carey plays.,association football
producer,Masato Harada,Who was the producer of Densen Uta?,I do not have information on who produced Densen Uta.,Masato Harada
country,United States of America,In what country is Welaunee Plantation?,I couldn't find any information about Welaunee Plantation in the provided context.,United States of America
composer,M. B. Sreenivasan,Who was the composer of Nurse?,"I do not have information on who the composer of ""Nurse"" by M. B. Sreenivasan is.",M. B. Sreenivasan
place of birth,Lecce,In what city was Cloe Elmo born?,I couldn't find any information about a person named Cloe Elmo.,Lecce
author,Arnold Bennett,Who is the author of Riceyman Steps?,Arnold Bennett is the author of Riceyman Steps.,Arnold Bennett
country,Russia,In what country is Raduzhny Airport?,I couldn't find any information on a well-known airport named Raduzhny Airport.,Russia
author,Franz Joseph I of Austria,Who is the author of To my peoples?,"I am unable to verify who the author of ""To My People"" is.",Franz Joseph I of Austria
composer,Jerry Herst,Who was the composer of So Rare?,I couldn't find any information on a person named Jerry Herst.,Jerry Herst
genre,horror film,What genre is The Off Season?,The Off Season is a horror film.,horror film
mother,Gwen Raverat,Who is the mother of Sophie Gurney?,I couldn't find any information about Gwen Raverat being the mother of Sophie Gurney.,Gwen Raverat
place of birth,Aberdeen,In what city was William Jack born?,I'm not aware of any information about a person named William Jack.,Aberdeen
place of birth,Texas,In what city was Bob Geddins born?,I couldn't find any information on a person named Bob Geddins in the provided context.,Texas
author,Henry James,Who is the author of The Way It Came?,"I couldn't find any information about a work called ""The Way It Came"" by Henry James.",Henry James
sport,canoeing and kayaking,What sport does canoeing at the 2014 Asian Games – women's K-4 500 metres play?,Canoeing,canoeing and kayaking
genre,groove metal,What genre is Incorporated?,Groove metal incorporates elements of heavy metal and hard rock.,groove metal
author,Terry McMillan,Who is the author of The Interruption of Everything?,Terry McMillan is the author of The Interruption of Everything.,Terry McMillan
occupation,actor,What is DM Sevilla's occupation?,I couldn't find any information about DM Sevilla.,actor
director,Chris Koch,Who was the director of Pilot?,"I'm sorry, I do not have information on who directed the Pilot.",Chris Koch
genre,documentary film,What genre is The Wall?,"I'm not sure what specific documentary film ""The Wall"" you are referring to. There are several films with that title. Can you provide more information about the documentary film you are asking about?",documentary film
director,Allan Dwan,Who was the director of Trail of the Vigilantes?,Allan Dwan was the director of Trail of the Vigilantes.,Allan Dwan
country,Iran,In what country is Anaran Rural District?,I couldn't find the specific information about Anaran Rural District in the provided context.,Iran
director,Adrian Brunel,Who was the director of Vanity?,"I am sorry, I do not have information on who directed the film ""Vanity"".",Adrian Brunel
composer,Cole Porter,Who was the composer of Happy New Year?,"Cole Porter composed the song ""Happy New Year"".",Cole Porter
genre,alternative rock,What genre is The Millions?,"I couldn't find any information about a band called ""The Millions"" in the context of alternative rock.",alternative rock
author,Joseph Roth,Who is the author of Rebellion?,"Joseph Roth is the author of ""Rebellion"".",Joseph Roth
screenwriter,Antun Vrdoljak,Who was the screenwriter for The Return?,I couldn't find any information on the screenwriter for The Return.,Antun Vrdoljak
author,Simon Garfield,Who is the author of The Wrestling?,"I couldn't find any information about a book called ""The Wrestling"" by Simon Garfield.",Simon Garfield
occupation,composer,What is Adam Darr's occupation?,I couldn't find any information on Adam Darr.,composer
director,Clement Virgo,Who was the director of Poor Boy's Game?,Clement Virgo was the director of Poor Boy's Game.,Clement Virgo
place of birth,Tampere,In what city was Juha Jokela born?,I couldn't find any information on a person named Juha Jokela in the provided context.,Tampere
religion,Catholic Church,What is the religion of Adam Exner?,I couldn't find any information on Adam Exner.,Catholic Church
author,Georges Simenon,Who is the author of Tropic Moon?,Georges Simenon is the author of Tropic Moon.,Georges Simenon
screenwriter,Manuel Poirier,Who was the screenwriter for ...à la campagne?,"I couldn't find any information on a film called ""...à la campagne"". However, I found information on a French film called ""À la campagne"" (English: ""In the Country"") released in 2007. The screenwriter for this film is Laurent Cantet and Robin Campillo, but also Manuel",Manuel Poirier
occupation,politician,What is Thomas Hinds's occupation?,Thomas Hinds was an American politician.,politician
director,Anne Wheeler,Who was the director of Chi?,Anne Wheeler was the director of Chi.,Anne Wheeler
genre,panel game,What genre is Password?,The genre of Password is a panel game.,panel game
author,Flannery O'Connor,Who is the author of The Crop?,"I couldn't find any information about a work called ""The Crop"" by Flannery O'Connor.",Flannery O'Connor
composer,Vincent Youmans,Who was the composer of Take a Chance?,"I couldn't find any information on a song called ""Take a Chance"" by Nacio Herb Brown.",Nacio Herb Brown
author,Afsaneh Najmabadi,Who is the author of The Story of the Daughters of Quchan?,Afsaneh Najmabadi is the author of The Story of the Daughters of Quchan.,Afsaneh Najmabadi
author,Daniel Quinn,Who is the author of The Holy?,Daniel Quinn is the author of The Holy.,Daniel Quinn
religion,Catholic Church,What is the religion of Niccolò Marini?,I am unable to verify the religion of Niccolò Marini.,Catholic Church
producer,Carlo Ponti,Who was the producer of Cops and Robbers?,I am unable to verify who produced the movie Cops and Robbers.,Dino De Laurentiis
author,Dennis Kelly,Who is the author of After the End?,Dennis Kelly is the author of After the End.,Dennis Kelly
producer,Oscar Micheaux,Who was the producer of A Son of Satan?,Oscar Micheaux was the producer of A Son of Satan.,Oscar Micheaux
genre,comedy-drama,What genre is The Amazing Catfish?,"I couldn't find any information about the movie ""The Amazing Catfish"" in the provided context.",comedy-drama
country,Germany,In what country is Lambertz Open by STAWAG?,"I couldn't find any information about the ""Lambertz Open by STAWAG"" in the provided context.",Germany
occupation,politician,What is Peter W. Barca's occupation?,Peter W. Barca's occupation is a politician.,politician
composer,Karlheinz Stockhausen,Who was the composer of Pole?,Karlheinz Stockhausen was the composer of Pole.,Karlheinz Stockhausen
screenwriter,Walter Hugo Khouri,Who was the screenwriter for Men and Women?,"I couldn't find any information on a film called ""Men and Women"" written by Walter Hugo Khouri.",Walter Hugo Khouri
place of birth,Lucan Biddulph,In what city was Brad Goddard born?,I couldn't find any information on a person named Brad Goddard being associated with Lucan Biddulph.,Lucan Biddulph
genre,traditional music,What genre is Hank Dogs?,"I couldn't find any information on a music genre called ""Hank Dogs."" However, I can tell you that Hank Williams is a famous American country music singer-songwriter.",traditional music
director,Harold Becker,Who was the director of The Ragman's Daughter?,Harold Becker was the director of The Ragman's Daughter.,Harold Becker
screenwriter,John Gilling,Who was the screenwriter for The Challenge?,I do not have information on who the screenwriter for The Challenge is.,John Gilling
director,Alberto Lattuada,Who was the director of La spiaggia?,Alberto Lattuada was the director of La spiaggia.,Alberto Lattuada
occupation,politician,What is Henry Feilden's occupation?,I couldn't find any information on a well-known politician named Henry Feilden.,politician
director,Royston Tan,Who was the director of 4:30?,Royston Tan was the director of 4:30.,Royston Tan
author,Eduardo Galeano,Who is the author of Upside Down?,"Eduardo Galeano is the author of ""Upside Down: A Primer for the Looking-Glass World"".",Eduardo Galeano
director,Raj Mukherji,Who was the director of Lakshyabhed?,I do not have information on the director of Lakshyabhed.,Raj Mukherji
composer,Yasutaka Nakata,Who was the composer of Magic of Love?,"I am sorry, but I do not have information on who composed the song ""Magic of Love"".",Yasutaka Nakata
capital,Ouagadougou,What is the capital of Centre?,"I'm not sure what you are referring to, but I found that Ouagadougou is the capital of Burkina Faso.",Ouagadougou
director,Otis Turner,Who was the director of The Island of Desire?,"I am sorry, I do not have information on who directed The Island of Desire.",Otis Turner
genre,country music,What genre is Say It Again?,"I'm not provided with information about a song called ""Say It Again"" in the context. However, I can tell you that the song ""Say It Again"" by Tim McGraw is a country music song.",country music
genre,punk rock,What genre is Throw?,"I couldn't find any information about a specific genre called ""Throw"" in the context of punk rock. However, I found that there is a punk rock band called Throw, but I couldn't find any information about a specific genre.",punk rock
author,Kate Novak,Who is the author of The Wyvern's Spur?,I am unable to verify who the author of The Wyvern's Spur is.,Kate Novak
screenwriter,Bille August,Who was the screenwriter for In My Life?,"I couldn't find any information on a film called ""In My Life"" directed by Bille August.",Bille August
screenwriter,Olav Dalgard,Who was the screenwriter for By og land hand i hand?,I couldn't find any information on the screenwriter for By og land hand i hand.,Olav Dalgard
religion,Catholic Church,What is the religion of Timothy Manning?,Timothy Manning was a Catholic bishop.,Catholic Church
place of birth,Dresden,In what city was Hans-Jörg Voigt born?,I couldn't find any information on a person named Hans-Jörg Voigt in the provided context.,Dresden
place of birth,Tartu,In what city was Kalevi Kull born?,I couldn't find any information on a person named Kalevi Kull in the provided context.,Tartu
director,Joe May,Who was the director of Homecoming?,I'm not aware of any information about a person named Joe May directing a film called Homecoming.,Joe May
director,Zrinko Ogresta,Who was the director of Washed Out?,"I couldn't find any information on a film called ""Washed Out"" directed by Zrinko Ogresta.",Zrinko Ogresta
country,United States of America,In what country is Milan?,"I don't have information about a city named Milan in the provided context. However, I can tell you that there is a city named Milan in Italy.",United States of America
screenwriter,Mario Mattoli,Who was the screenwriter for These Children?,"I am sorry, but I do not have information on who the screenwriter for These Children was.",Mario Mattoli
author,Melvin Burgess,Who is the author of Kite?,Melvin Burgess is the author of Kite.,Melvin Burgess
occupation,lyricist,What is Archibald Thomas Pechey's occupation?,I couldn't find any information on Archibald Thomas Pechey.,lyricist
country,Turkey,In what country is 24?,I can't answer that.,Turkey
director,Amos Kollek,Who was the director of Happy End?,"I couldn't find any information on a person named Amos Kollek being the director of a film called ""Happy End"".",Amos Kollek
producer,Virginia Van Upp,Who was the producer of Together Again?,"I couldn't find any information on a song or movie called ""Together Again"" produced by Virginia Van Upp.",Virginia Van Upp
genre,J-pop,What genre is Vogue?,"Vogue is a song by Madonna, but in the context of J-pop, I found that there is a song called ""Vogue"" by Ayumi Hamasaki, a Japanese singer.",J-pop
author,Douglas Preston,Who is the author of Impact?,"I'm not sure who the author of ""Impact"" is based on the given context. However, I can tell you that Douglas Preston is a well-known author, often co-authoring with Lincoln Child.",Douglas Preston
place of birth,Kure,In what city was Shinji Hamazaki born?,I don't have information on a person named Shinji Hamazaki.,Kure
director,Dominic Savage,Who was the director of Out of Control?,"I couldn't find any information on a film called ""Out of Control"" directed by Dominic Savage.",Dominic Savage
director,Bill Persky,Who was the director of Working It Out?,"I couldn't find any information on a person named Bill Persky directing a film or show called ""Working It Out"".",Bill Persky
place of birth,Masson-Angers,In what city was Pierre Charette born?,I couldn't find any information on Pierre Charette in the provided context.,Masson-Angers
country,Estonia,In what country is Kanaküla?,Estonia,Estonia
religion,Catholic Church,What is the religion of Carlo Curis?,I couldn't find any information on a person named Carlo Curis.,Catholic Church
producer,John Ford,Who was the producer of Flesh?,"I'm not aware of any information about a film called ""Flesh"" produced by John Ford.",John Ford
composer,Ray Henderson,Who was the composer of Say When?,"I couldn't find any information on a song called ""Say When"" by Ray Henderson.",Ray Henderson
author,Stuart Woods,Who is the author of Dirt?,Stuart Woods is the author of Dirt.,Stuart Woods
producer,Norman McLaren,Who was the producer of Hen Hop?,"I am sorry, I do not have information on who produced Hen Hop.",Norman McLaren
composer,Richard Rodgers,Who was the composer of It's Easy to Remember (And So Hard to Forget)?,"Richard Rodgers was the composer of ""It's Easy to Remember (And So Hard to Forget)"".",Richard Rodgers
genre,rock music,What genre is Eve?,"I'm not sure which Eve you are referring to. There are several artists with the name Eve. However, one notable artist is Eve, an American rapper, singer, and songwriter.",rock music
director,Markus Imhoof,Who was the director of The Mountain?,Markus Imhoof was the director of The Mountain.,Markus Imhoof
occupation,film director,What is Mildred Okwo's occupation?,Mildred Okwo is a film director.,film director
genre,portrait,What genre is John Jackson?,"I'm not sure what you are referring to with ""John Jackson."" However, I can tell you that there are several notable individuals with that name. 

One notable person is John Jackson, an American painter, who is known for his portraits.",portrait
place of birth,Caltagirone,In what city was Italo Viglianesi born?,I couldn't find any information on Italo Viglianesi.,Caltagirone
director,Jim O'Connolly,Who was the director of The Little Ones?,"I couldn't find any information on a film called ""The Little Ones"" directed by Jim O'Connolly.",Jim O'Connolly
director,Pete Michels,Who was the director of Foreign Affairs?,I couldn't find any information on a person named Pete Michels being a director of Foreign Affairs.,Pete Michels
country,Poland,In what country is Puzdrowizna?,I couldn't find any information on Puzdrowizna.,Poland
director,Frank Reicher,Who was the director of The Trap?,"I couldn't find any information about a director named Frank Reicher directing a film called ""The Trap"".",Frank Reicher
genre,horror film,What genre is Fear?,"The genre of the film ""Fear"" is a horror film.",horror film
author,Arne Garborg,Who is the author of Mannfolk?,Arne Garborg is the author of Mannfolk.,Arne Garborg
producer,Charlie Chaplin,Who was the producer of The Count?,"I couldn't find any information about Charlie Chaplin producing ""The Count.""",Charlie Chaplin
religion,Catholic Church,What is the religion of Arturo Tabera Araoz?,I couldn't find any information on Arturo Tabera Araoz.,Catholic Church
producer,Yann Tiersen,Who was the producer of ∞?,I couldn't find any information on a work called ∞ by Yann Tiersen.,Yann Tiersen
producer,Jan Akkerman,Who was the producer of Eli?,I couldn't find any information on the producer of Eli in the provided context.,Jan Akkerman
screenwriter,Fausto Brizzi,Who was the screenwriter for Ex?,Fausto Brizzi was the screenwriter for Ex.,Fausto Brizzi
father,Challedon,Who is the father of Donor?,I cannot verify who the father of Donor is.,Challedon
producer,Daevid Allen,Who was the producer of About Time?,"I'm sorry, but I do not have information on who produced the film ""About Time"".",Daevid Allen
screenwriter,Carl Zuckmayer,Who was the screenwriter for Die Jungfrau auf dem Dach?,Carl Zuckmayer was the screenwriter for Die Jungfrau auf dem Dach.,Carl Zuckmayer
director,James Tinling,Who was the director of Riders of the Purple Sage?,"I couldn't find any information on a film called ""Riders of the Purple Sage"" directed by James Tinling.",James Tinling
genre,soft rock,What genre is In My Life?,"The genre of ""In My Life"" is soft rock.",soft rock
producer,Beth Murphy,Who was the producer of The List?,I cannot verify who produced The List.,Beth Murphy
religion,United Church of Christ,What is the religion of United Theological Seminary of the Twin Cities?,The United Theological Seminary of the Twin Cities is associated with the United Church of Christ.,United Church of Christ
place of birth,Paris,In what city was Pierre-Yves Barré born?,I do not have information on Pierre-Yves Barré's birthplace.,Paris
producer,George Fitzmaurice,Who was the producer of Strangers May Kiss?,"I am sorry, I do not have information on who produced Strangers May Kiss.",George Fitzmaurice
sport,association football,What sport does Maximiliano Cuberas play?,I couldn't find any information on a person named Maximiliano Cuberas.,association football
genre,history painting,What genre is David Allan?,"David Allan was a Scottish painter, and he is associated with the genre of history painting.",history painting
author,Stephen Belber,Who is the author of Match?,"Stephen Belber is the author of the play ""Match"".",Stephen Belber
screenwriter,Charles MacArthur,Who was the screenwriter for Paid?,The screenwriter for Paid was Lucien Hubbard.,Lucien Hubbard
place of birth,Glasgow,In what city was Billy McGinty born?,I couldn't find any information on a person named Billy McGinty in the provided context.,Glasgow
father,John III Sobieski,Who is the father of Konstanty Władysław Filip Sobieski?,I am unable to verify the father of Konstanty Władysław Filip Sobieski.,John III Sobieski
genre,mathcore,What genre is Theatre?,"I couldn't find any information about a genre called ""Theatre"" in the context of ""mathcore"".",mathcore
screenwriter,Nick Santora,Who was the screenwriter for Chicago?,I couldn't find any information about a screenwriter named Nick Santora being associated with the movie Chicago.,Nick Santora
producer,Amir Naderi,Who was the producer of Condition?,I do not have information on the producer of Condition by Amir Naderi.,Amir Naderi
screenwriter,Tove Ditlevsen,Who was the screenwriter for Early Spring?,"I couldn't find any information on a film called ""Early Spring"" that Tove Ditlevsen was involved in.",Tove Ditlevsen
author,Karen Traviss,Who is the author of Revelation?,"I couldn't find any information about a book called ""Revelation"" written by Karen Traviss.",Karen Traviss
occupation,journalist,What is John Mayne's occupation?,"I couldn't find any information about a well-known journalist named John Mayne. However, I found information about a British film critic and journalist named John Mayne.",journalist
genre,jazz,What genre is Ugonna Okegwo?,I couldn't find any information on Ugonna Okegwo.,jazz
author,Jian Ghomeshi,Who is the author of 1982?,"I'm not aware of any information about a work called ""1982"" by Jian Ghomeshi.",Jian Ghomeshi
producer,Jai Jagadish,Who was the producer of Ondu Kshanadalli?,I couldn't find any information about the producer of Ondu Kshanadalli.,Jai Jagadish
place of birth,Montevideo,In what city was Christian Vaquero born?,I don't have information on a person named Christian Vaquero.,Montevideo
composer,Krzysztof Penderecki,Who was the composer of Symphony No. 3?,Krzysztof Penderecki was the composer of Symphony No. 3.,Krzysztof Penderecki
author,Nevil Shute,Who is the author of So Disdained?,"I couldn't find any information about a book called ""So Disdained"" by Nevil Shute.",Nevil Shute
occupation,economist,What is Rick Gilmore's occupation?,I couldn't find any information about Rick Gilmore being an economist.,economist
author,Jean Van Hamme,Who is the author of Western?,Jean Van Hamme is the author of Western.,Jean Van Hamme
place of birth,Uppsala,In what city was Annika Billstam born?,I do not have information on Annika Billstam's birthplace.,Uppsala
occupation,jockey,What is Dominick Bellizzi's occupation?,I couldn't find any information about Dominick Bellizzi.,jockey
sport,basketball,What sport does Noy Castillo play?,I don't have information about a person named Noy Castillo.,basketball
place of birth,Budapest,In what city was Gyula Czimra born?,I couldn't find any information on Gyula Czimra.,Budapest
author,Kate Wilhelm,Who is the author of The Village?,"I'm not aware of any information about a book called ""The Village"" written by Kate Wilhelm.",Kate Wilhelm
director,Nagathihalli Chandrashekhar,Who was the director of Breaking News?,"I am sorry, I do not have information on who the director of Breaking News is.",Nagathihalli Chandrashekhar
genre,folk punk,What genre is Crime as Forgiven by Against Me!?,Folk punk.,folk punk
genre,Cantopop,What genre is My Way?,"I couldn't find any information about a song called ""My Way"" in the context of Cantopop.",Cantopop
director,Herman Yau,Who was the director of Sara?,Herman Yau was the director of Sara.,Herman Yau
director,Jan Lenica,Who was the director of A?,"I can't find any information about a film called ""A"" directed by Jan Lenica.",Jan Lenica
author,Kristine Kathryn Rusch,Who is the author of Shadow?,"I couldn't find any information about the book ""Shadow"" written by Dean Wesley Smith.",Dean Wesley Smith
author,Rob Grant,Who is the author of Colony?,"I couldn't find any information about the book ""Colony"" written by Rob Grant.",Rob Grant
country,Peru,In what country is Chalhuacocha?,Peru,Peru
director,Branko Bauer,Who was the director of Face to Face?,"I couldn't find any information about a film called ""Face to Face"" directed by Branko Bauer.",Branko Bauer
occupation,politician,What is Luca Coscioni's occupation?,I couldn't find any information about Luca Coscioni's occupation.,economist
author,Pam Gems,Who is the author of Stanley?,"I couldn't find any information on the author of ""Stanley"" in the provided context. However, I found that Pam Gems is a British playwright, and she wrote a play called ""Stan's Cafe"" but I couldn't confirm if that is the same as ""Stanley"".",Pam Gems
sport,association football,What sport does Gregor Balažic play?,I couldn't find any information about a person named Gregor Balažic.,association football
genre,pop music,What genre is Johnny?,I can't find any information about a person named Johnny in the context of pop music.,pop music
sport,fencing,What sport does Alexandru Chiculiță play?,Fencing.,fencing
occupation,politician,What is Clement Baker's occupation?,I don't have information about a person named Clement Baker.,politician
genre,mandopop,What genre is Fahrenheit?,Mandopop,mandopop
sport,association football,What sport does Stephen Connor play?,I cannot verify what sport Stephen Connor plays.,association football
occupation,politician,What is Per Risvik's occupation?,Per Risvik is a Norwegian politician.,politician
place of birth,Rasskazovo,In what city was Maksim Andreyevich Fyodorov born?,I couldn't find any information on a person named Maksim Andreyevich Fyodorov.,Rasskazovo
director,Ole Christian Madsen,Who was the director of Prag?,Ole Christian Madsen was the director of Prag.,Ole Christian Madsen
director,Allen Fong,Who was the director of Ah Ying?,Allen Fong was the director of Ah Ying.,Allen Fong
composer,Chellapilla Satyam,Who was the composer of Gandhinagara?,"I am sorry, I do not have information on the composer of Gandhinagara.",Chellapilla Satyam
author,Poul Anderson,Who is the author of Memory?,"I'm not sure who the author of ""Memory"" is based on the given context. However, I can tell you that Poul Anderson is a well-known science fiction and fantasy author.",Poul Anderson
screenwriter,Roland West,Who was the screenwriter for The Dove?,I am unable to verify who the screenwriter for The Dove was.,Willard Mack
producer,Haruki Kadokawa,Who was the producer of Never Give Up?,I do not have information on the producer of Never Give Up.,Haruki Kadokawa
sport,association football,What sport does Mikhail Petrusyov play?,I couldn't find any information about Mikhail Petrusyov in the provided context.,association football
author,Mal Peet,Who is the author of Exposure?,I couldn't find any information about the author named Mal Peet.,Mal Peet
sport,basketball,What sport does Irina Crasnoscioc play?,I couldn't find any information about Irina Crasnoscioc.,basketball
author,Davi Napoleon,Who is the author of Chelsea on the Edge?,"I am sorry, but I do not have information on who the author of Chelsea on the Edge is.",Davi Napoleon
religion,Catholic Church,What is the religion of James Albert Duffy?,I do not have information on James Albert Duffy.,Catholic Church
screenwriter,Ray Connolly,Who was the screenwriter for Forever Young?,"I'm sorry, but I do not have information on who the screenwriter for Forever Young was.",Ray Connolly
director,Werner Jacobs,Who was the director of Alter Kahn und junge Liebe?,Werner Jacobs was the director of Alter Kahn und junge Liebe.,Werner Jacobs
place of birth,Vancouver,In what city was Jason Bourque born?,I couldn't find any information about a person named Jason Bourque being born in Vancouver.,Vancouver
author,Jonathan Kellerman,Who is the author of Rage?,Jonathan Kellerman is the author of Rage.,Jonathan Kellerman
sport,association football,What sport does James Coutts play?,I cannot verify what sport James Coutts plays.,association football
occupation,radio personality,What is Jim Brown's occupation?,I am not able to verify if Jim Brown is a radio personality.,radio personality
producer,Gustave de Kervern,Who was the producer of Le grand soir?,I couldn't find any information on a person named Gustave de Kervern being the producer of Le grand soir.,Gustave de Kervern
sport,table tennis,What sport does Mai Van Hoa play?,I don't have information about Mai Van Hoa.,table tennis
author,Ivan Southall,Who is the author of Josh?,Ivan Southall is the author of Josh.,Ivan Southall
sport,association football,What sport does José Diogo Macedo Silva play?,I couldn't find any information about a person named José Diogo Macedo Silva in the context of association football.,association football
author,Roger Zelazny,Who is the author of The Last Defender of Camelot?,Roger Zelazny is the author of The Last Defender of Camelot.,Roger Zelazny
sport,association football,What sport does János Farkas play?,I couldn't find any information about a person named János Farkas in the provided context.,association football
place of birth,England,In what city was John of Garland born?,I couldn't find any information on a person named John of Garland.,England
country,Solomon Islands,In what country is Afutara Airport?,I couldn't find the specific information about Afutara Airport in the provided context.,Solomon Islands
director,Daniel Cross,Who was the director of Chairman George?,"I couldn't find any information about a film called ""Chairman George"" directed by Daniel Cross.",Daniel Cross
director,William Churchill deMille,Who was the director of After the Show?,"I am sorry, but I do not have information on the director of After the Show.",William Churchill deMille
author,Hans-Hermann Hoppe,Who is the author of The Economics and Ethics of Private Property?,Hans-Hermann Hoppe is the author of The Economics and Ethics of Private Property.,Hans-Hermann Hoppe
author,Danielle Steel,Who is the author of One Day at a Time?,Danielle Steel is the author of One Day at a Time.,Danielle Steel
occupation,actor,What is Zoran Rankić's occupation?,I couldn't find any information on Zoran Rankić.,actor
place of birth,Hattfjelldal,In what city was Anders Orvin born?,I do not have information on the birthplace of Anders Orvin.,Hattfjelldal
